driverId,raceId,lap,milliseconds
155,868,16,26845
807,868,16,26060
18,868,16,25138
817,868,16,25626
39,868,16,29908
10,868,18,26165
1,868,21,24498
154,868,26,25388
37,868,27,27715
1,868,28,25003
817,868,29,25613
5,868,29,26434
811,868,30,26573
20,868,31,25319
18,868,31,24762
818,868,32,26200
814,868,1,32790
154,868,2,34201
20,868,10,25829
813,868,11,25630
815,868,11,25192
30,868,12,25938
5,868,12,26196
8,868,34,25871
30,868,34,25552
13,868,35,25110
807,868,35,25444
39,868,35,27944
4,868,37,24998
155,868,37,39208
3,868,37,33529
10,868,38,25241
13,869,1,23049
811,869,1,47942
154,869,1,32766
1,869,3,21012
818,869,6,18901
814,869,10,17899
8,869,11,18002
807,869,12,18442
17,869,12,18253
3,869,12,18395
813,869,13,19646
5,869,13,19385
30,869,14,18497
808,869,14,19802
815,869,17,18143
4,869,18,17570
18,869,19,17867
817,869,19,18374
10,869,19,21399
20,869,20,17512
37,869,20,19850
819,869,21,17821
155,869,22,18904
39,869,22,19535
13,869,24,19137
154,869,24,20388
811,869,25,18822
818,869,27,18425
807,869,31,18286
5,869,31,18801
1,869,31,17598
3,869,32,17894
808,869,32,18323
30,869,36,17928
8,869,38,17735
813,869,38,19210
817,869,38,17990
814,869,39,17968
18,869,40,16831
815,869,40,18199
17,869,40,17290
4,869,41,17942
20,869,41,17859
10,869,40,18952
154,869,42,22743
155,869,43,19177
819,869,43,19391
5,869,44,19233
818,869,45,19949
807,869,46,18365
37,869,45,20664
13,869,47,19680
1,869,47,18877
39,869,46,19382
811,869,47,18313
3,869,50,18741
808,869,50,18354
30,869,52,18163
5,869,53,28988
813,869,57,18085
30,870,1,21336
30,870,4,13199
155,870,8,20234
818,870,12,20363
817,870,14,20510
18,870,15,19408
807,870,15,20736
813,870,15,20304
811,870,16,20213
3,870,16,20352
814,870,16,20460
20,870,17,19380
4,870,17,19669
5,870,17,20780
1,870,18,20436
13,870,18,19981
808,870,18,21070
39,870,18,21259
154,870,19,22151
10,870,18,21337
8,870,20,20087
17,870,20,19611
819,870,20,20915
815,870,21,20320
37,870,22,22332
818,870,30,19858
30,870,32,20503
18,870,34,19083
817,870,34,19630
808,870,35,20592
5,870,36,21855
20,870,38,19331
814,870,38,20352
154,870,39,20231
17,870,39,19175
807,870,39,20607
1,870,40,19059
819,870,39,21378
3,870,40,20632
155,870,40,20065
39,870,39,22031
813,870,41,19755
10,870,40,20383
811,870,42,20604
37,870,41,21877
4,870,43,19365
13,870,43,19917
8,870,45,19772
18,870,45,20355
818,870,46,19644
815,870,47,20216
817,870,47,20027
808,870,51,20515
813,870,52,13206
17,870,55,19386
5,870,56,20567
20,870,58,18964
818,870,64,19600
37,871,1,29107
155,871,1,27248
813,871,1,21842
155,871,7,21669
814,871,10,21402
8,871,11,20383
17,871,11,20908
10,871,11,22463
817,871,12,20287
13,871,12,20306
808,871,12,25972
807,871,13,22152
5,871,14,52206
39,871,14,23953
818,871,15,20660
37,871,15,25027
811,871,16,21690
819,871,18,21611
30,871,19,21664
18,871,20,19668
3,871,20,21062
20,871,21,20811
155,871,24,22106
10,871,25,20660
814,871,26,21115
808,871,26,21180
807,871,27,20696
17,871,27,20385
13,871,27,21049
37,871,27,22064
5,871,27,21931
8,871,28,20289
817,871,28,21060
39,871,28,22523
818,871,29,21077
30,871,35,20835
3,871,36,20534
811,871,39,22030
10,872,7,28747
813,872,13,22970
3,872,14,22346
30,872,15,22247
8,872,17,21730
5,872,17,22737
819,872,18,24039
13,872,19,22161
808,872,19,22182
20,872,20,22303
4,872,20,21515
155,872,20,22874
17,872,21,21556
814,872,21,22190
18,872,22,23375
37,872,22,23488
1,872,23,20736
39,872,23,31745
817,872,24,21720
811,872,24,22985
807,872,27,22746
816,872,27,21962
815,872,29,22472
10,872,32,22581
20,872,34,15008
813,872,35,21814
819,872,35,22046
30,872,37,22310
3,872,38,21854
5,872,39,21910
808,872,40,22811
10,873,25,32015
5,873,26,30099
17,873,28,29304
813,873,29,30540
4,873,29,29190
155,873,30,30842
808,873,30,30405
37,873,30,32625
817,873,31,29789
8,873,32,29370
20,873,33,31137
18,873,33,29662
819,873,32,30834
814,873,33,30029
3,873,33,29687
154,873,33,31753
813,873,33,30981
30,873,33,30338
811,873,33,30684
13,873,33,29455
17,873,40,29348
807,873,40,30613
815,873,40,30217
808,873,40,41154
37,873,40,44101
5,873,45,30232
155,873,50,36146
807,873,50,34601
808,873,1,36148
13,873,1,31958
17,873,8,29333
20,873,10,29117
811,873,10,30317
4,873,11,29557
30,873,11,30879
817,873,11,30992
1,873,12,29124
814,873,12,31026
3,873,12,29546
818,873,12,30499
5,873,12,30440
813,873,13,30234
8,873,13,29669
10,873,13,30977
18,873,14,30019
154,873,14,32080
155,873,14,30693
819,873,16,30647
807,873,18,30363
815,873,18,30043
37,873,18,33042
808,873,18,30341
13,873,19,29403
39,873,19,32436
818,873,24,29898
811,873,25,30828
154,874,1,32329
811,874,1,27098
17,874,1,32462
154,874,7,29793
18,874,13,20233
8,874,13,20901
807,874,13,21007
814,874,13,21063
155,874,14,20783
819,874,14,21343
815,874,15,21273
39,874,15,23227
1,874,16,21148
813,874,16,21361
811,874,16,21538
20,874,17,20508
13,874,17,20936
817,874,17,21944
30,874,17,20643
37,874,17,26287
5,874,18,22816
818,874,18,22528
808,874,19,21368
10,874,20,20662
811,874,21,14608
154,874,22,21143
17,874,26,20691
8,874,30,21222
155,874,31,20762
1,874,31,19794
807,874,31,21688
819,874,31,42505
814,874,32,21344
813,874,33,21118
817,874,34,21516
811,874,34,21520
18,874,35,21099
818,874,35,21431
13,874,36,20778
30,874,36,20379
20,874,37,20346
37,874,36,22487
10,874,40,21520
5,874,41,22678
808,874,42,21367
808,874,48,14250
155,875,1,33003
155,875,7,13986
1,875,13,19638
807,875,13,22125
154,875,13,21681
30,875,13,20087
818,875,13,20865
5,875,13,21896
17,875,14,19811
13,875,14,20607
8,875,14,20211
817,875,14,20151
811,875,14,21886
808,875,14,22278
10,875,14,22334
20,875,15,19830
4,875,15,19930
814,875,15,20805
819,875,17,21302
815,875,18,24408
39,875,18,22749
813,875,21,21137
1,875,26,20777
814,875,28,20218
154,875,31,20935
10,875,31,20494
17,875,32,19616
807,875,32,20982
30,875,32,20276
811,875,32,22813
808,875,32,21581
815,875,33,20767
5,875,33,21489
4,875,34,20090
817,875,34,20804
20,875,35,19801
13,875,35,20855
8,875,35,21012
819,875,34,22019
818,875,38,21188
1,875,42,19447
818,876,1,25097
30,876,1,25036
815,876,14,21336
815,876,19,24508
18,876,25,21509
811,876,26,22047
39,876,26,24544
8,876,27,21404
3,876,27,21490
813,876,27,22003
817,876,27,22637
13,876,28,21100
807,876,28,21654
814,876,28,23948
819,876,28,22692
4,876,29,20800
17,876,30,20808
813,876,30,28053
808,876,31,22445
10,876,31,27303
1,876,32,20852
5,876,32,22967
20,876,33,20707
37,876,32,23830
818,876,33,21658
30,876,33,21322
154,876,36,20976
155,876,36,22726
3,877,1,29277
154,877,1,26057
814,877,1,26670
818,877,9,20319
154,877,9,21017
814,877,9,19829
20,877,13,24962
155,877,25,19529
13,877,26,19585
817,877,26,20122
819,877,26,21941
30,877,27,19701
10,877,27,19884
808,877,27,20769
4,877,28,19368
5,877,28,23032
37,877,28,22272
18,877,29,19455
813,877,29,20723
815,877,30,19486
17,877,30,19066
8,877,31,20278
811,877,32,22587
818,877,33,19885
20,877,37,19918
815,877,38,33431
817,877,38,21231
814,877,39,20265
30,877,41,21270
815,877,44,26858
154,878,9,21190
155,878,13,24079
30,878,14,22263
807,878,17,22099
1,878,20,20814
4,878,20,24439
811,878,20,22143
20,878,21,20904
814,878,21,22498
813,878,21,22342
5,878,21,22713
10,878,21,23092
815,878,22,22079
808,878,23,22762
8,878,24,24840
37,878,24,24798
39,878,25,24497
13,878,26,21520
819,878,26,22379
817,878,30,22651
814,878,30,22444
3,878,34,21346
18,878,35,21445
30,878,39,21297
8,879,5,21541
30,879,5,25980
155,879,8,27266
30,879,8,22486
3,879,9,23018
817,879,9,22838
17,879,9,23127
1,879,10,24410
4,879,10,22472
20,879,10,20997
814,879,10,28336
39,879,13,27113
819,879,13,24427
10,879,14,23251
808,879,14,23031
37,879,14,25787
13,879,15,22596
818,879,15,22362
5,879,15,23429
30,879,17,22243
1,879,18,21606
4,879,18,23000
155,879,18,24254
3,879,18,21806
814,879,18,21364
20,879,19,22016
17,879,19,21232
817,879,19,21182
8,879,19,22731
13,879,19,21680
10,879,19,21442
808,879,19,27452
5,879,19,38291
37,879,19,26573
818,879,20,21302
819,879,20,22746
39,879,20,26739
3,879,20,24262
807,879,23,21347
18,879,23,21550
818,879,29,25976
10,879,31,23544
5,879,37,22721
3,879,50,31768
37,879,50,25375
817,879,51,21444
39,879,51,23625
20,879,52,21256
8,879,53,32309
155,879,54,32823
30,879,54,21827
20,879,54,28932
808,879,54,22702
13,879,55,22427
17,879,55,21006
819,879,55,23082
4,879,56,21862
818,879,56,22061
37,879,55,24510
817,879,56,22923
18,879,57,21456
39,879,55,27480
807,879,57,22250
5,879,56,23002
10,879,56,24816
814,879,57,22389
807,879,58,14128
5,879,59,21849
817,879,61,21973
18,880,4,22282
17,880,5,24240
154,880,5,22239
821,880,5,22316
822,880,6,23528
820,880,6,36564
20,880,7,21807
823,880,7,24104
13,880,8,21754
814,880,8,23010
819,880,8,23394
4,880,9,21792
8,880,9,22709
818,880,9,23074
824,880,9,23371
813,880,10,23099
1,880,13,22155
3,880,14,22274
817,880,15,23435
815,880,16,23677
823,880,16,23834
17,880,18,21717
154,880,19,22133
820,880,19,30838
4,880,20,21606
18,880,20,23571
16,880,21,22693
20,880,21,22704
13,880,23,21511
815,880,23,22004
818,880,24,24688
822,880,24,23215
821,880,27,22315
824,880,27,23387
817,880,30,24177
1,880,31,22015
814,880,33,23051
8,880,34,22181
819,880,33,23509
823,880,34,23917
820,880,34,22948
13,880,36,21509
20,880,37,21596
18,880,37,21538
154,880,37,22534
17,880,38,21515
4,880,39,21704
822,880,40,24060
815,880,41,21705
1,880,42,21778
818,880,44,23160
16,880,46,22749
824,880,50,22669
20,881,5,21135
13,881,5,22403
16,881,6,37833
817,881,6,22416
8,881,6,25905
814,881,6,43713
813,881,6,24737
823,881,6,23252
824,881,6,26546
822,881,6,24960
820,881,6,30365
17,881,7,21010
1,881,7,24933
18,881,7,22448
807,881,7,22996
815,881,7,21583
154,881,7,22105
821,881,7,24397
818,881,7,49216
819,881,7,44428
3,881,8,22028
813,881,13,32561
824,881,17,23755
823,881,18,22706
17,881,19,20736
817,881,19,22388
820,881,19,22668
13,881,20,21635
154,881,20,21812
819,881,20,25015
1,881,21,21465
18,881,21,21028
807,881,21,21699
8,881,21,22677
20,881,22,21339
3,881,22,21079
815,881,22,20894
821,881,22,22575
822,881,22,28045
818,881,26,21638
823,881,28,25118
824,881,29,22017
1,881,30,21549
17,881,31,20883
3,881,31,22114
20,881,32,21482
820,881,31,22115
813,881,32,22703
819,881,32,23373
13,881,33,21561
815,881,33,21338
817,881,33,22008
807,881,34,22629
8,881,34,21903
154,881,35,22385
821,881,36,22394
822,881,40,22937
1,881,41,21271
20,881,42,20757
3,881,42,21202
820,881,41,22271
17,881,43,20767
823,881,42,22744
818,881,43,21702
824,881,43,22335
807,881,44,23198
819,881,43,23844
13,881,47,20970
821,881,51,22542
815,881,54,21366
17,882,1,21287
817,882,4,24946
1,882,5,20379
3,882,5,22299
819,882,5,21265
4,882,6,19719
8,882,6,20753
824,882,6,21097
823,882,6,20905
13,882,7,20753
154,882,7,20083
813,882,7,20794
820,882,7,21063
807,882,14,22838
20,882,14,19323
814,882,14,20598
17,882,15,26956
818,882,15,20977
822,882,16,21614
824,882,16,24834
819,882,17,22183
13,882,19,20027
3,882,19,19894
3,882,20,22727
823,882,20,20743
1,882,21,20584
8,882,21,20759
820,882,21,25091
4,882,23,20521
18,882,23,19898
154,882,23,20286
817,882,23,20303
813,882,23,21517
815,882,24,19969
807,882,29,20327
20,882,31,20084
815,882,31,20253
814,882,32,20320
824,882,32,20625
819,882,33,21294
820,882,33,25151
8,882,34,20464
822,882,34,22217
807,882,36,19957
13,882,36,19449
1,882,37,19600
154,882,37,20109
818,882,37,20235
823,882,37,21067
817,882,38,20362
813,882,39,20982
4,882,41,21012
818,882,43,20716
18,882,49,19862
20,882,51,20191
822,882,51,21490
814,882,53,19831
821,883,1,28102
16,883,1,26495
823,883,2,28344
818,883,2,41485
4,883,7,23055
17,883,8,21798
154,883,8,24605
4,883,8,21436
3,883,9,22237
18,883,9,23093
817,883,9,22529
824,883,9,24325
20,883,10,21660
13,883,10,21665
815,883,10,21471
1,883,10,22072
813,883,10,23173
820,883,10,22745
819,883,11,22912
807,883,12,21656
822,883,13,22729
814,883,14,22009
823,883,14,22950
8,883,16,22715
821,883,16,21997
13,883,17,21722
16,883,18,22199
3,883,20,21331
815,883,20,21161
17,883,21,21221
18,883,21,21894
1,883,22,21444
824,883,22,23455
813,883,23,22220
819,883,23,22576
820,883,23,24141
4,883,24,21123
20,883,25,21290
823,883,24,22252
817,883,25,22028
807,883,26,22400
154,883,27,21608
13,883,28,21569
822,883,29,28408
3,883,33,21183
821,883,33,22438
8,883,34,21723
18,883,34,21696
819,883,35,23263
814,883,36,22475
13,883,36,27757
824,883,36,22817
17,883,37,21031
820,883,37,26004
1,883,38,21600
815,883,39,21319
4,883,39,21189
813,883,39,22066
823,883,39,22380
807,883,41,22814
817,883,41,22623
20,883,42,21906
154,883,42,21556
16,883,42,22346
821,883,43,22246
3,883,44,21267
18,883,46,21230
820,883,46,22552
822,883,47,23837
823,883,47,23375
824,883,48,23803
824,884,2,29994
17,884,7,19668
13,884,8,19490
807,884,8,19993
813,884,8,20205
819,884,8,20734
4,884,9,18909
1,884,9,22018
814,884,9,20615
818,884,9,19772
823,884,9,21686
822,884,9,21171
3,884,10,19414
20,884,10,18606
8,884,10,19978
815,884,10,19250
817,884,10,19795
18,884,11,18810
821,884,13,22144
813,884,13,13266
820,884,15,25294
824,884,16,20656
814,884,19,19792
13,884,20,19373
17,884,20,19151
818,884,20,20671
813,884,20,23139
823,884,20,22029
4,884,21,19952
807,884,21,19402
16,884,22,20306
815,884,23,20578
819,884,23,20870
20,884,24,18708
817,884,24,20100
1,884,25,20132
822,884,25,20533
8,884,26,19743
3,884,27,20032
821,884,28,19988
18,884,28,19196
824,884,29,19904
820,884,30,21582
807,884,34,22324
818,884,34,25362
807,884,35,24001
813,884,35,20800
4,884,36,19519
13,884,36,19326
17,884,36,19170
1,884,36,19700
16,884,36,19591
818,884,37,29740
814,884,38,19822
815,884,38,19866
807,884,38,28971
20,884,39,19551
817,884,39,19498
819,884,41,21202
821,884,42,20082
822,884,43,19908
8,884,45,20184
18,884,46,19290
824,884,46,19830
3,884,47,19352
820,884,47,21340
4,884,49,18471
16,884,49,22931
17,884,50,18931
815,884,50,19993
1,884,50,19457
13,884,51,19001
20,884,51,18694
817,884,51,19857
814,884,53,19481
813,884,53,19723
807,884,53,20314
821,884,54,19324
813,885,1,40507
823,885,1,35100
814,885,9,25643
817,885,22,25225
824,885,22,25098
820,885,23,25337
823,885,24,25676
17,885,25,24316
8,885,26,24420
18,885,26,24585
13,885,26,25331
807,885,27,24974
4,885,28,24489
821,885,28,25364
815,885,29,24672
818,885,29,24827
20,885,30,24375
16,885,30,25274
822,885,30,29063
154,885,30,24565
813,885,30,26146
3,885,31,25200
1,885,31,24801
824,885,35,25215
823,885,35,25862
820,885,48,19553
154,885,62,39980
821,885,63,25926
820,885,63,26198
8,885,70,25125
814,881,20,123124
16,881,22,89401
18,881,35,104833
16,884,8,74026
823,886,8,22323
16,886,9,22789
819,886,11,22184
817,886,12,21223
807,886,12,21623
813,886,12,24557
17,886,13,20716
818,886,13,21900
815,886,13,20427
3,886,14,21125
822,886,14,22242
20,886,16,20835
4,886,16,20512
13,886,17,20473
813,886,17,14446
1,886,19,20879
821,886,21,22017
8,886,22,25182
18,886,27,20212
3,886,31,20832
823,886,32,22039
819,886,36,22033
16,886,37,21000
807,886,38,21014
820,886,38,21374
817,886,39,21315
823,886,38,29056
822,886,40,24418
13,886,41,20372
824,886,41,21378
823,886,40,24510
154,886,42,20859
815,886,43,20805
17,886,46,22709
4,886,47,20636
1,886,48,20656
20,886,49,20898
813,886,49,21637
154,886,53,21574
814,886,56,21066
3,886,57,21459
818,886,57,20739
16,886,61,14489
821,886,63,21524
1,887,8,29026
154,887,9,24725
814,887,9,25004
4,887,10,24572
17,887,10,31448
821,887,10,25330
823,887,10,26515
13,887,10,35210
8,887,11,24992
817,887,11,29446
18,887,11,24745
824,887,11,25729
3,887,12,24990
16,887,12,24807
807,887,12,29684
820,887,12,26031
20,887,13,24159
815,887,13,24596
818,887,14,29418
813,887,15,25244
822,887,15,30231
819,887,15,26191
13,887,16,24680
807,887,25,26256
818,887,25,26317
821,887,27,26040
823,887,28,25814
8,887,29,24428
821,887,29,31937
4,887,30,24789
154,887,30,24751
17,887,31,24781
817,887,32,26229
18,887,32,24357
820,887,32,25701
16,887,33,25158
815,887,33,25028
814,887,33,25099
824,887,33,25927
3,887,34,24893
819,887,34,26371
20,887,35,24092
1,887,36,24635
13,887,36,24400
813,887,37,25275
807,887,37,24863
822,887,38,31851
821,887,40,25087
823,887,40,26391
4,887,41,25018
3,887,42,25436
17,887,42,24473
154,887,42,25911
814,887,42,33401
13,887,42,24872
814,888,4,20547
818,888,4,23147
819,888,4,22699
817,888,5,19846
16,888,5,19910
823,888,5,21900
824,888,5,20840
1,888,6,19487
821,888,6,19816
20,888,7,18979
815,888,7,20432
17,888,8,162042
8,888,8,19378
820,888,8,21021
4,888,12,20199
154,888,13,20273
3,888,16,19690
807,888,17,21226
817,888,18,19952
824,888,18,20371
823,888,19,20974
820,888,20,19953
18,888,21,20812
813,888,21,20331
1,888,22,19321
822,888,22,33796
821,888,22,19869
20,888,24,20039
154,888,24,20007
8,888,24,20528
4,888,24,19539
815,888,24,20433
16,888,24,20204
814,888,24,21483
3,888,24,22207
17,888,23,19991
819,888,24,21388
820,888,26,20272
819,888,34,22986
807,888,37,20364
820,888,37,21433
17,888,38,19921
823,888,38,20545
154,888,40,19591
817,888,40,20196
20,888,41,19118
821,888,41,21160
16,888,43,21799
1,888,45,19316
18,888,47,19692
3,888,48,19684
8,888,49,19390
4,888,49,19476
807,888,49,20557
813,888,50,36196
822,888,54,45695
818,890,8,22745
823,890,8,23200
1,890,9,21840
813,890,9,22103
814,890,9,22754
817,890,10,24033
3,890,10,22015
822,890,10,22023
20,890,11,21343
13,890,11,23012
807,890,11,22303
4,890,12,21599
154,890,13,22054
8,890,13,22161
819,890,13,22465
824,890,20,22159
820,890,21,22323
17,890,23,21762
815,890,23,22323
821,890,23,22425
18,890,24,22107
154,890,25,22267
814,890,26,22723
823,890,27,22831
813,890,28,21880
3,890,29,22628
818,890,30,22282
1,890,31,21454
13,890,31,21753
822,890,33,22612
20,890,34,21863
4,890,34,22249
824,890,33,22221
807,890,35,22606
820,890,34,22301
154,890,37,16453
18,890,37,22496
815,890,38,22722
817,890,38,21996
819,890,38,22450
807,890,40,16512
8,890,42,21643
17,890,43,22349
823,890,44,22384
154,890,47,22451
824,890,46,23030
4,890,48,21753
13,890,48,21612
3,890,48,21854
814,890,48,23027
1,890,50,22136
818,890,50,23756
813,890,51,24796
820,890,50,23257
20,890,55,21666
17,890,59,22022
807,891,9,24219
13,891,9,22872
814,891,10,23475
818,891,10,24070
1,891,11,23397
16,891,11,23327
813,891,11,27059
3,891,12,22893
4,891,13,22631
17,891,13,23004
815,891,13,17378
20,891,14,22685
8,891,14,23744
822,891,14,23411
824,891,14,24083
823,891,15,24968
820,891,15,24013
817,891,16,23144
18,891,17,22465
815,891,18,22597
821,891,19,22761
154,891,22,23445
807,891,24,23334
818,891,24,24539
3,891,25,23723
814,891,25,23540
1,891,26,22682
13,891,26,22634
16,891,26,23655
813,891,27,35228
4,891,28,22444
821,891,28,22712
822,891,28,23540
824,891,28,23961
17,891,29,23477
823,891,29,23998
20,891,30,22884
820,891,29,23916
817,891,33,22871
820,891,32,17427
18,891,34,23317
813,891,38,30894
821,891,41,17433
8,892,1,30975
1,892,13,24460
819,892,17,25569
823,892,18,26302
154,892,20,27040
18,892,21,24450
817,892,22,24319
815,892,22,25933
824,892,22,25541
20,892,23,24305
17,892,23,24205
820,892,23,26146
13,892,24,24692
807,892,24,25633
16,892,24,26873
813,892,24,25397
822,892,25,24665
3,892,26,24079
4,892,27,24208
821,892,27,24668
8,892,30,24764
1,892,38,24315
819,892,38,26363
823,892,39,33200
4,893,25,29176
154,893,25,30293
13,893,25,29136
18,893,25,30085
8,893,25,33013
815,893,25,29396
807,893,25,30253
821,893,25,31706
16,893,25,30166
813,893,25,30444
819,893,25,32008
823,893,26,37700
154,893,33,73009
818,893,39,29999
17,893,40,28909
16,893,40,31230
824,893,40,29421
3,893,41,29616
813,893,41,30175
820,893,41,29687
814,893,42,29777
13,893,42,29573
822,893,42,33836
823,893,42,30141
1,893,43,30085
20,893,44,28934
819,893,54,31546
8,893,10,29469
824,893,10,29573
821,893,11,29364
818,893,11,29736
819,893,11,31841
820,893,11,30497
824,893,11,32243
13,893,12,29040
16,893,12,29678
17,893,13,29031
18,893,13,29284
807,893,13,29910
823,893,13,30161
822,893,13,31792
4,893,14,29436
815,893,14,28709
3,893,15,29212
154,893,15,29702
1,893,15,29032
817,893,15,32097
813,893,16,29966
20,893,17,28787
814,893,20,29667
824,893,23,29823
818,893,24,30714
822,893,24,30790
820,893,24,31173
16,894,3,29829
18,894,4,26948
13,894,6,22474
813,894,7,23470
814,894,7,23814
821,894,7,23096
822,894,8,23912
1,894,9,22270
4,894,9,22208
819,894,9,24320
154,894,10,22519
3,894,10,23412
807,894,10,23654
815,894,10,22901
823,894,10,17513
824,894,10,23097
20,894,11,22662
8,894,11,22924
823,894,11,23987
17,894,12,22587
818,894,12,24477
820,894,12,23761
817,894,18,23892
18,894,22,25946
813,894,23,23642
814,894,23,23854
818,894,24,23845
8,894,25,23236
807,894,26,24112
3,894,28,42432
4,894,28,22807
16,894,28,23155
822,894,28,24240
1,894,29,22251
13,894,29,22401
17,894,30,22718
20,894,31,22935
819,894,30,24366
154,894,31,22767
824,894,30,23814
820,894,30,26299
823,894,30,24548
817,894,31,23194
17,894,31,23490
821,894,31,23408
815,894,31,38893
818,894,38,24016
16,894,38,71445
16,894,41,18979
819,895,1,17935
1,895,1,25297
818,895,7,25816
18,895,8,23462
822,895,8,23421
16,895,8,23803
821,895,9,23887
813,895,9,23524
807,895,10,23383
814,895,10,23476
17,895,11,23617
13,895,11,22946
8,895,11,23313
820,895,11,23648
154,895,12,23282
3,895,12,22812
815,895,12,26423
4,895,13,22645
20,895,14,22916
3,895,16,17806
819,895,17,24380
817,895,21,24608
818,895,21,24087
18,895,23,26263
3,895,24,22771
17,895,25,22774
814,895,26,23858
822,895,27,23483
16,895,27,23484
13,895,28,22871
813,895,28,24202
154,895,29,23086
807,895,29,23831
820,895,29,24373
4,895,30,22839
821,895,30,23184
815,895,30,27707
8,895,31,23290
817,895,32,17801
13,895,34,17822
819,895,35,24381
20,895,37,22873
818,895,38,24876
3,895,39,22551
18,895,40,23105
17,895,42,23094
815,895,42,25585
817,895,44,24178
814,896,1,23662
818,896,1,24232
819,896,1,29082
20,896,2,24000
4,896,2,29800
807,896,5,24096
824,896,5,33937
18,896,6,23517
3,896,7,23685
8,896,7,26989
13,896,8,23579
1,896,8,23546
813,896,8,25530
18,896,12,23774
154,896,13,23648
821,896,16,18423
819,896,16,26970
821,896,26,25660
818,896,26,24128
3,896,27,23895
17,896,28,23487
815,896,28,23541
820,896,29,24757
13,896,30,23332
1,896,30,23574
814,896,30,24024
4,896,30,23595
20,896,31,23568
822,896,31,27619
17,896,32,23459
18,896,32,24754
817,896,33,25608
815,896,33,24910
807,896,33,24834
824,896,33,25383
4,896,36,24066
817,896,38,24471
813,896,38,26312
16,896,41,23891
821,896,47,24415
822,896,49,25909
807,896,53,29057
820,896,52,24445
8,896,58,24141
18,897,2,27176
813,897,5,22886
824,897,5,24064
815,897,6,21503
820,897,6,23490
1,897,7,21372
817,897,7,22194
823,897,7,22834
17,897,8,21175
154,897,8,21627
819,897,8,22498
807,897,9,22363
3,897,10,21653
18,897,11,21516
20,897,14,22275
4,897,16,21530
818,897,17,21930
13,897,18,21485
821,897,18,22685
814,897,20,22270
822,897,24,23361
813,897,25,23410
807,897,27,22863
815,897,27,21370
16,897,28,22048
817,897,28,22946
1,897,29,21609
821,897,30,22070
824,897,31,23576
819,897,32,24005
17,897,33,21911
3,897,33,21633
820,897,32,22802
823,897,33,22286
807,897,34,16147
20,897,37,21298
154,897,37,22286
13,897,38,22315
4,897,44,21453
822,897,45,26680
818,897,51,23608
821,898,1,24859
820,898,5,18737
813,898,8,32794
5,898,17,25323
18,898,20,24589
819,898,20,27568
13,898,21,23936
824,898,21,26205
823,898,21,25268
815,898,22,23808
814,898,22,24444
3,898,22,23806
817,898,22,24226
822,898,23,25014
1,898,25,23904
4,898,26,23817
20,898,27,24086
820,898,26,24293
807,898,27,24030
818,898,27,24381
17,898,28,23537
154,898,29,23876
5,898,31,36333
821,898,36,25027
13,898,38,24116
814,898,49,24914
819,898,50,18692
818,899,10,23455
817,899,14,22721
5,899,15,23019
822,899,17,24166
16,899,17,23161
13,899,19,22342
815,899,19,22591
18,899,20,22746
807,899,20,23887
814,899,20,23237
4,899,21,22755
1,899,21,22655
824,899,21,24657
3,899,22,23328
821,899,22,23857
17,899,23,25012
813,899,23,23600
20,899,24,22510
823,899,24,23732
819,899,25,24099
820,899,26,25060
818,899,28,24183
13,899,34,17367
5,899,34,22646
16,899,37,24001
822,899,41,23695
817,899,42,23340
18,899,43,23788
13,899,43,22655
813,899,43,26734
3,899,44,22753
815,899,44,22397
807,899,46,23237
20,899,47,32899
17,899,47,26718
818,899,46,23451
4,899,47,22732
1,899,47,24423
814,899,47,23330
821,899,47,23138
823,899,47,27107
824,899,47,23403
820,899,48,23449
1,899,52,17385
823,899,52,17339
16,899,54,22981
820,899,66,23222
154,900,1,17255
821,900,1,32657
815,900,1,25541
18,900,11,22411
815,900,11,22497
3,900,12,24331
817,900,12,22994
825,900,12,23150
807,900,12,22615
4,900,12,22887
8,900,12,25543
818,900,12,23124
826,900,12,30514
828,900,23,23238
820,900,24,24209
824,900,20,23821
154,900,28,22264
813,900,29,22847
821,900,30,23797
18,900,32,22399
815,900,32,22526
807,900,33,22933
818,900,33,22978
4,900,35,21978
817,900,36,22427
8,900,36,21825
826,900,36,23920
825,900,37,22273
3,900,38,23673
820,900,41,23493
824,900,35,22656
822,900,10,34921
16,900,35,24305
822,900,36,23117
824,901,1,52836
818,901,2,45629
8,901,2,26399
825,901,9,37116
826,901,10,25109
821,901,10,29420
820,901,10,25639
4,901,11,24466
16,901,11,25998
828,901,11,30040
817,901,12,24709
13,901,12,24637
154,901,12,25046
20,901,13,24432
18,901,13,24841
3,901,14,24723
822,901,14,25020
1,901,15,24604
155,901,15,27124
807,901,16,25336
818,901,17,26598
8,901,18,24417
826,901,22,27473
821,901,23,26325
825,901,24,30661
16,901,24,25493
18,901,25,24524
154,901,25,25596
828,901,26,26515
4,901,27,24222
13,901,27,24577
820,901,27,29210
817,901,28,24775
822,901,29,24964
20,901,31,24728
155,901,31,26505
3,901,32,25287
1,901,33,25296
807,901,34,24887
826,901,34,25289
8,901,34,24246
828,901,38,26030
18,901,39,25028
825,901,39,24415
817,901,40,109329
154,901,40,25735
4,901,42,24641
820,901,41,27828
13,901,42,24526
817,901,42,34697
822,901,44,24498
817,901,44,34480
20,901,49,25186
3,901,50,24654
1,901,51,24484
