driverId,raceId,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,race_ms,fastestLapTime,fastestLapSpeed,statusId
1,18,1,1,1,1,10,58,39,2,5690616,01:27.5,218.3,1
2,18,5,2,2,2,8,58,41,3,5696094,01:27.7,217.586,1
3,18,7,3,3,3,6,58,41,5,5698779,01:28.1,216.719,1
4,18,11,4,4,4,5,58,58,7,5707797,01:28.6,215.464,1
5,18,3,5,5,5,4,58,43,1,5708630,01:27.4,218.385,1
6,18,13,6,6,6,3,57,50,14,\N,01:29.6,212.974,11
7,18,17,7,7,7,2,55,22,12,\N,01:29.5,213.224,5
8,18,15,8,8,8,1,53,20,4,\N,01:27.9,217.18,5
9,18,2,\N,R,9,0,47,15,9,\N,01:28.8,215.1,4
10,18,18,\N,R,10,0,43,23,13,\N,01:29.6,213.166,3
11,18,19,\N,R,11,0,32,24,15,\N,01:30.9,210.038,7
12,18,20,\N,R,12,0,30,20,16,\N,01:31.4,208.907,8
13,18,4,\N,R,13,0,29,23,6,\N,01:28.2,216.51,5
14,18,8,\N,R,14,0,25,21,11,\N,01:29.5,213.3,4
15,18,6,\N,R,15,0,19,18,10,\N,01:29.3,213.758,10
16,18,22,\N,R,16,0,8,8,17,\N,01:32.0,207.461,9
17,18,14,\N,R,17,0,0,\N,\N,\N,\N,\N,4
18,18,12,\N,R,18,0,0,\N,\N,\N,\N,\N,4
19,18,21,\N,R,19,0,0,\N,\N,\N,\N,\N,4
20,18,9,\N,R,20,0,0,\N,\N,\N,\N,\N,4
21,18,16,\N,R,21,0,0,\N,\N,\N,\N,\N,4
22,18,10,\N,D,22,0,58,44,8,\N,01:28.7,215.141,2
8,19,2,1,1,1,10,56,37,2,5478555,01:35.4,209.158,1
9,19,4,2,2,2,8,56,39,6,5498125,01:35.9,208.033,1
5,19,8,3,3,3,6,56,19,7,5517005,01:35.9,208.031,1
15,19,3,4,4,4,5,56,53,8,5524387,01:36.1,207.715,1
1,19,9,5,5,5,4,56,53,3,5525103,01:35.5,209.033,1
2,19,5,6,6,6,3,56,55,1,5528388,01:35.4,209.244,1
17,19,6,7,7,7,2,56,53,12,5546685,01:36.7,206.366,1
4,19,7,8,8,8,1,56,40,10,5548596,01:36.3,207.24,1
14,19,12,9,9,9,0,56,55,9,5554775,01:36.2,207.417,1
18,19,11,10,10,10,0,56,56,4,5564769,01:35.7,208.481,1
12,19,13,11,11,11,0,56,52,15,5570757,01:37.0,205.812,1
21,19,17,12,12,12,0,55,52,16,\N,01:37.0,205.8,11
22,19,14,13,13,13,0,55,55,11,\N,01:36.7,206.372,11
3,19,16,14,14,14,0,55,55,13,\N,01:36.8,206.182,11
19,19,21,15,15,15,0,55,55,18,\N,01:38.2,203.265,11
11,19,19,16,16,16,0,54,53,19,\N,01:38.5,202.578,12
6,19,22,17,17,17,0,54,19,17,\N,01:37.7,204.222,12
20,19,15,\N,R,18,0,39,37,14,\N,01:36.9,205.995,5
13,19,1,\N,R,19,0,30,15,5,\N,01:35.9,208.048,20
16,19,20,\N,R,20,0,5,3,20,\N,01:40.3,198.891,9
10,19,10,\N,R,21,0,1,\N,\N,\N,\N,\N,4
7,19,18,\N,R,22,0,0,\N,\N,\N,\N,\N,20
13,20,2,1,1,1,10,57,38,3,5466970,01:33.6,208.153,1
8,20,4,2,2,2,8,57,35,4,5470309,01:33.7,207.911,1
9,20,1,3,3,3,6,57,55,5,5471968,01:33.8,207.765,1
2,20,6,4,4,4,5,57,48,2,5475379,01:33.6,208.231,1
5,20,5,5,5,5,4,57,49,1,5493759,01:33.2,209.062,1
15,20,7,6,6,6,3,57,45,7,5508284,01:34.2,206.819,1
17,20,11,7,7,7,2,57,51,8,5512443,01:34.3,206.597,1
3,20,8,8,8,8,1,57,57,6,5522859,01:34.1,207.109,1
10,20,13,9,9,9,0,57,56,9,5536470,01:34.8,205.503,1
4,20,10,10,10,10,0,57,35,13,5544151,01:35.2,204.668,1
22,20,12,11,11,11,0,57,40,10,5544832,01:34.9,205.399,1
21,20,18,12,12,12,0,56,56,11,\N,01:35.1,204.963,11
1,20,3,13,13,13,0,56,25,19,\N,01:35.5,203.969,11
6,20,16,14,14,14,0,56,30,17,\N,01:35.4,204.155,11
7,20,15,15,15,15,0,56,33,15,\N,01:35.3,204.369,11
19,20,21,16,16,16,0,56,45,14,\N,01:35.3,204.389,11
11,20,22,17,17,17,0,56,56,20,\N,01:35.9,203.18,11
14,20,17,18,18,18,0,56,43,16,\N,01:35.4,204.331,11
16,20,20,19,19,19,0,56,55,18,\N,01:35.4,204.136,12
12,20,14,\N,R,20,0,40,31,12,\N,01:35.1,204.808,6
18,20,9,\N,R,21,0,19,11,21,\N,01:36.1,202.686,4
20,20,19,\N,R,22,0,0,\N,\N,\N,\N,\N,5
8,21,1,1,1,1,10,66,46,1,5899051,01:21.7,205.191,1
13,21,3,2,2,2,8,66,45,2,5902279,01:21.8,204.863,1
1,21,5,3,3,3,6,66,20,3,5903238,01:22.0,204.323,1
9,21,4,4,4,4,5,66,20,4,5904745,01:22.1,204.102,1
17,21,7,5,5,5,4,66,19,8,5934989,01:22.6,202.969,1
18,21,13,6,6,6,3,66,66,5,5952061,01:22.4,203.489,1
6,21,12,7,7,7,2,66,48,15,5957295,01:23.5,200.576,1
15,21,8,8,8,8,1,66,45,10,5958486,01:22.8,202.494,1
2,21,9,9,9,9,0,66,21,7,5962124,01:22.5,203.08,1
21,21,19,10,10,10,0,65,40,14,\N,01:23.4,200.841,11
10,21,14,11,11,11,0,65,57,12,\N,01:23.0,201.886,11
14,21,17,12,12,12,0,65,57,11,\N,01:22.8,202.288,11
11,21,22,13,13,13,0,65,34,17,\N,01:24.6,198.045,11
3,21,15,\N,R,14,0,41,20,13,\N,01:23.3,201.13,5
4,21,2,\N,R,15,0,34,15,9,\N,01:22.7,202.677,5
22,21,11,\N,R,16,0,34,21,16,\N,01:23.9,199.837,4
5,21,6,\N,R,17,0,21,19,6,\N,01:22.5,203.243,3
19,21,21,\N,R,18,0,8,6,20,\N,01:26.9,192.922,21
7,21,16,\N,R,19,0,7,6,19,\N,01:26.0,194.862,4
12,21,10,\N,R,20,0,6,6,18,\N,01:25.4,196.128,4
16,21,20,\N,R,21,0,0,\N,\N,\N,\N,\N,4
20,21,18,\N,R,22,0,0,\N,\N,\N,\N,\N,4
13,22,1,1,1,1,10,58,16,3,5209451,01:26.7,221.734,1
1,22,3,2,2,2,8,58,31,2,5213230,01:26.5,222.085,1
8,22,4,3,3,3,6,58,20,1,5213722,01:26.5,222.144,1
9,22,5,4,4,4,5,58,17,4,5231396,01:26.8,221.442,1
2,22,9,5,5,5,4,58,20,5,5248192,01:27.2,220.328,1
4,22,7,6,6,6,3,58,57,6,5263175,01:27.3,220.174,1
17,22,6,7,7,7,2,58,14,7,5273680,01:27.6,219.294,1
3,22,11,8,8,8,1,58,55,9,5280857,01:27.8,218.882,1
14,22,10,9,9,9,0,58,41,12,5284721,01:28.0,218.457,1
15,22,8,10,10,10,0,58,52,11,5285795,01:27.9,218.556,1
18,22,13,11,11,11,0,57,57,13,\N,01:28.0,218.377,11
5,22,2,12,12,12,0,57,55,8,\N,01:27.6,219.269,11
10,22,15,13,13,13,0,57,28,16,\N,01:28.3,217.623,11
22,22,12,14,14,14,0,57,56,14,\N,01:28.0,218.33,11
12,22,17,15,15,15,0,57,40,10,\N,01:27.9,218.703,11
16,22,19,16,16,16,0,57,35,18,\N,01:28.8,216.454,11
20,22,14,17,17,17,0,57,38,15,\N,01:28.2,217.926,11
7,22,18,\N,R,18,0,24,19,17,\N,01:28.7,216.539,22
6,22,16,\N,R,19,0,1,\N,\N,\N,\N,\N,4
21,22,20,\N,R,20,0,0,\N,\N,\N,\N,\N,4
1,23,3,1,1,1,10,76,71,6,7242742,01:18.5,153.152,1
9,23,5,2,2,2,8,76,75,5,7245806,01:17.9,154.286,1
13,23,1,3,3,3,6,76,76,4,7247553,01:17.9,154.379,1
17,23,9,4,4,4,5,76,74,8,7262037,01:19.0,152.133,1
20,23,19,5,5,5,4,76,74,7,7267399,01:18.8,152.614,1
22,23,14,6,6,6,3,76,75,9,7271150,01:19.6,151.104,1
6,23,13,7,7,7,2,76,75,13,7272922,01:19.9,150.469,1
5,23,4,8,8,8,1,76,74,2,7275933,01:17.3,155.586,1
8,23,2,9,9,9,0,76,74,1,7276534,01:16.7,156.789,1
4,23,7,10,10,10,0,75,73,3,\N,01:17.9,154.413,11
18,23,11,11,11,11,0,75,74,10,\N,01:19.6,151.089,11
10,23,10,12,12,12,0,75,75,11,\N,01:19.6,151.021,11
15,23,8,13,13,13,0,75,75,12,\N,01:19.8,150.62,11
2,23,12,14,14,14,0,72,72,14,\N,01:20.3,149.829,14
16,23,18,\N,R,15,0,67,60,16,\N,01:22.0,146.564,4
3,23,6,\N,R,16,0,59,58,15,\N,01:21.3,147.951,3
12,23,17,\N,R,17,0,47,40,17,\N,01:31.2,131.86,3
21,23,20,\N,R,18,0,36,33,18,\N,01:32.8,129.5,6
14,23,15,\N,R,19,0,7,7,20,\N,01:42.1,117.753,3
7,23,16,\N,R,20,0,7,7,19,\N,01:41.2,118.872,4
9,24,2,1,1,1,10,70,47,4,5784227,01:17.5,202.473,1
2,24,8,2,2,2,8,70,25,2,5800722,01:17.4,202.758,1
14,24,13,3,3,3,6,70,36,7,5807579,01:18.1,201.057,1
10,24,11,4,4,4,5,70,31,17,5826854,01:19.1,198.51,1
13,24,6,5,5,5,4,70,11,6,5828161,01:18.0,201.261,1
15,24,14,6,6,6,3,70,38,15,5832002,01:18.9,199.056,1
22,24,9,7,7,7,2,70,35,10,5837824,01:18.3,200.503,1
20,24,19,8,8,8,1,70,33,12,5838347,01:18.5,199.913,1
5,24,7,9,9,9,0,70,62,11,5838660,01:18.5,200.091,1
3,24,5,10,10,10,0,70,14,5,5838976,01:18.0,201.336,1
18,24,20,11,11,11,0,70,58,19,5851767,01:19.4,197.847,1
17,24,10,12,12,12,0,70,51,8,5855526,01:18.2,200.759,1
7,24,18,13,13,13,0,69,34,13,\N,01:18.6,199.689,11
21,24,17,\N,R,14,0,51,41,16,\N,01:19.1,198.563,20
6,24,12,\N,R,15,0,46,30,14,\N,01:18.8,199.273,3
4,24,4,\N,R,16,0,44,16,9,\N,01:18.2,200.697,20
12,24,15,\N,R,17,0,43,16,18,\N,01:19.2,198.129,23
8,24,3,\N,R,18,0,19,14,1,\N,01:17.4,202.871,4
1,24,1,\N,R,19,0,19,4,3,\N,01:17.5,202.559,4
16,24,16,\N,R,20,0,13,7,20,\N,01:20.7,194.624,6
13,25,2,1,1,1,10,70,20,2,5510245,01:16.7,206.956,1
8,25,1,2,2,2,8,70,16,1,5528229,01:16.6,207.224,1
15,25,4,3,3,3,6,70,12,7,5538495,01:17.6,204.721,1
5,25,10,4,4,4,5,70,46,3,5539174,01:17.1,205.87,1
9,25,5,5,5,5,4,70,16,4,5540757,01:17.2,205.768,1
17,25,6,6,6,6,3,70,22,6,5550549,01:17.5,204.879,1
12,25,9,7,7,7,2,70,24,10,5551278,01:17.8,204.218,1
4,25,3,8,8,8,1,70,39,8,5553617,01:17.6,204.525,1
14,25,7,9,9,9,0,70,23,12,5561266,01:17.8,204.06,1
1,25,13,10,10,10,0,70,40,5,5564783,01:17.5,205.022,1
10,25,8,11,11,11,0,70,45,13,5567945,01:17.8,204.013,1
20,25,12,12,12,12,0,70,36,11,5568310,01:17.8,204.212,1
2,25,11,13,13,13,0,70,46,9,5572324,01:17.7,204.328,1
22,25,20,14,14,14,0,69,54,14,\N,01:18.0,203.665,11
6,25,15,15,15,15,0,69,60,15,\N,01:18.1,203.443,11
3,25,19,16,16,16,0,69,38,17,\N,01:18.3,202.776,11
7,25,14,17,17,17,0,69,28,16,\N,01:18.2,203.022,11
21,25,17,18,18,18,0,69,53,19,\N,01:18.6,202.141,11
16,25,18,19,19,19,0,69,41,18,\N,01:18.5,202.385,11
18,25,16,\N,R,20,0,16,15,20,\N,01:20.9,196.345,4
1,26,4,1,1,1,10,60,16,3,5949440,01:32.8,199.398,1
2,26,5,2,2,2,8,60,21,2,6018017,01:32.7,199.609,1
22,26,16,3,3,3,6,60,21,11,6031713,01:33.4,198.183,1
8,26,3,4,4,4,5,59,18,1,\N,01:32.1,200.842,11
5,26,1,5,5,5,4,59,17,5,\N,01:33.1,198.728,11
4,26,6,6,6,6,3,59,17,6,\N,01:33.1,198.722,11
15,26,14,7,7,7,2,59,22,13,\N,01:33.8,197.292,11
6,26,15,8,8,8,1,59,21,14,\N,01:34.3,196.31,11
3,26,20,9,9,9,0,59,21,16,\N,01:34.8,195.234,11
17,26,2,10,10,10,0,59,17,4,\N,01:33.0,199.109,11
7,26,13,11,11,11,0,59,21,9,\N,01:33.4,198.224,11
10,26,12,12,12,12,0,59,19,15,\N,01:34.6,195.619,11
13,26,9,13,13,13,0,58,19,8,\N,01:33.3,198.458,12
9,26,10,\N,R,14,0,39,22,12,\N,01:33.5,197.859,20
18,26,17,\N,R,15,0,38,21,10,\N,01:33.4,198.205,20
12,26,7,\N,R,16,0,35,21,7,\N,01:33.2,198.573,20
21,26,19,\N,R,17,0,16,21,17,\N,01:34.9,194.96,20
16,26,18,\N,R,18,0,10,5,18,\N,01:38.2,188.545,20
20,26,8,\N,R,19,0,0,\N,\N,\N,\N,\N,4
14,26,11,\N,R,20,0,0,\N,\N,\N,\N,\N,4
1,27,1,1,1,1,10,67,17,2,5480874,01:16.0,216.552,1
12,27,17,2,2,2,8,67,66,9,5486460,01:16.9,214.099,1
13,27,2,3,3,3,6,67,19,5,5490213,01:16.5,215.241,1
2,27,12,4,4,4,5,67,52,1,5490699,01:16.0,216.7,1
5,27,3,5,5,5,4,67,63,4,5493285,01:16.5,215.261,1
8,27,6,6,6,6,3,67,66,3,5495277,01:16.3,215.692,1
9,27,7,7,7,7,2,67,17,6,5503556,01:16.6,214.937,1
20,27,9,8,8,8,1,67,20,8,5514173,01:16.8,214.484,1
15,27,4,9,9,9,0,67,17,12,5518032,01:17.0,213.785,1
3,27,13,10,10,10,0,67,34,15,5518499,01:17.4,212.799,1
4,27,5,11,11,11,0,67,17,13,5519474,01:17.1,213.53,1
7,27,15,12,12,12,0,67,63,10,5519985,01:17.0,213.935,1
14,27,10,13,13,13,0,67,18,11,5535845,01:17.0,213.866,1
6,27,16,14,14,14,0,67,23,17,5540877,01:17.7,211.947,1
16,27,19,15,15,15,0,67,66,18,5550362,01:17.9,211.408,1
21,27,20,16,16,16,0,67,67,20,5564967,01:18.2,210.546,1
18,27,14,17,17,17,0,66,56,16,\N,01:17.6,212.097,11
22,27,18,\N,R,18,0,50,30,19,\N,01:18.0,211.145,4
17,27,8,\N,R,19,0,40,20,14,\N,01:17.2,213.278,5
10,27,11,\N,R,20,0,35,24,7,\N,01:16.7,214.652,22
5,28,2,1,1,1,10,70,19,7,5847067,01:21.8,192.917,1
10,28,5,2,2,2,8,70,42,6,5858128,01:21.7,193.111,1
8,28,6,3,3,3,6,70,61,1,5863923,01:21.2,194.243,1
4,28,7,4,4,4,5,70,47,8,5868681,01:21.8,192.823,1
1,28,1,5,5,5,4,70,15,3,5870115,01:21.5,193.533,1
12,28,10,6,6,6,3,70,64,4,5879365,01:21.5,193.428,1
15,28,9,7,7,7,2,70,65,5,5883516,01:21.6,193.189,1
9,28,4,8,8,8,1,70,70,9,5895388,01:21.9,192.475,1
17,28,8,9,9,9,0,70,67,10,5905901,01:22.1,192.043,1
2,28,15,10,10,10,0,70,67,11,5914776,01:22.2,191.908,1
14,28,13,11,11,11,0,70,67,16,5917474,01:22.7,190.634,1
18,28,12,12,12,12,0,69,63,13,\N,01:22.4,191.409,11
6,28,16,13,13,13,0,69,67,18,\N,01:23.3,189.319,11
3,28,14,14,14,14,0,69,57,12,\N,01:22.4,191.409,11
21,28,18,15,15,15,0,69,68,15,\N,01:22.6,190.844,11
22,28,17,16,16,16,0,68,65,14,\N,01:22.4,191.319,12
13,28,3,17,17,17,0,67,16,2,\N,01:21.4,193.861,5
7,28,19,18,18,18,0,67,29,17,\N,01:23.2,189.516,13
16,28,20,\N,R,19,0,62,29,19,\N,01:23.7,188.542,23
20,28,11,\N,R,20,0,22,17,20,\N,01:24.2,187.262,25
13,29,1,1,1,1,10,57,36,1,5732339,01:38.7,197.637,1
1,29,2,2,2,2,8,57,16,2,5737950,01:38.9,197.285,1
9,29,3,3,3,3,6,57,38,4,5769692,01:39.3,196.399,1
5,29,5,4,4,4,5,57,19,3,5772042,01:39.1,196.831,1
15,29,7,5,5,5,4,57,37,12,5783023,01:39.7,195.755,1
20,29,6,6,6,6,3,57,36,6,5784964,01:39.5,196.093,1
10,29,13,7,7,7,2,57,54,8,5800329,01:39.5,195.995,1
3,29,9,8,8,8,1,57,35,10,5803796,01:39.6,195.912,1
2,29,8,9,9,9,0,57,57,7,5814516,01:39.5,196.013,1
7,29,10,10,10,10,0,57,35,11,5822133,01:39.6,195.79,1
12,29,15,11,11,11,0,57,29,9,5825056,01:39.5,195.977,1
17,29,14,12,12,12,0,56,27,14,\N,01:40.3,194.57,11
18,29,16,13,13,13,0,56,21,18,\N,01:40.8,193.606,11
21,29,18,14,14,14,0,56,54,15,\N,01:40.4,194.397,11
6,29,11,15,15,15,0,56,56,13,\N,01:39.8,195.469,11
22,29,19,16,16,16,0,56,56,16,\N,01:40.6,193.933,11
14,29,17,17,17,17,0,56,13,19,\N,01:41.0,193.194,11
8,29,4,\N,R,18,0,45,34,5,\N,01:39.4,196.214,5
16,29,20,\N,R,19,0,41,28,17,\N,01:40.7,193.802,3
4,29,12,\N,R,20,0,0,\N,\N,\N,\N,\N,4
13,30,2,1,1,1,10,44,26,3,4979394,01:48.2,232.987,1
2,30,5,2,2,2,8,44,36,7,4988777,01:49.1,231.182,1
1,30,1,3,3,3,6,44,20,2,4989933,01:48.1,233.175,1
4,30,6,4,4,4,5,44,25,9,4993872,01:49.2,230.82,1
20,30,10,5,5,5,4,44,16,8,4993970,01:49.1,231.142,1
9,30,8,6,6,6,3,44,36,5,4994431,01:49.0,231.399,1
7,30,9,7,7,7,2,44,31,6,4996129,01:49.0,231.32,1
17,30,7,8,8,8,1,44,34,10,5022170,01:49.5,230.236,1
10,30,13,9,9,9,0,44,37,12,5046439,01:50.3,228.691,1
5,30,3,10,10,10,0,43,35,4,\N,01:48.2,232.985,6
14,30,14,11,11,11,0,43,19,11,\N,01:50.2,228.853,11
3,30,15,12,12,12,0,43,32,15,\N,01:50.7,227.862,11
16,30,18,13,13,13,0,43,27,13,\N,01:50.5,228.211,11
6,30,19,14,14,14,0,43,35,17,\N,01:51.0,227.218,11
18,30,17,15,15,15,0,43,19,16,\N,01:50.7,227.832,11
15,30,11,16,16,16,0,43,32,14,\N,01:50.5,228.095,11
21,30,20,17,17,17,0,43,17,19,\N,01:51.7,225.731,11
8,30,4,18,18,18,0,42,24,1,\N,01:47.9,233.618,20
22,30,16,\N,R,19,0,19,10,20,\N,01:52.1,224.983,6
12,30,12,\N,R,20,0,13,12,18,\N,01:51.1,226.915,20
20,31,1,1,1,1,10,53,53,14,5207494,01:30.5,230.414,1
5,31,2,2,2,2,8,53,53,13,5220006,01:30.3,230.95,1
9,31,11,3,3,3,6,53,52,12,5227965,01:30.3,230.955,1
4,31,8,4,4,4,5,53,51,9,5231397,01:30.0,231.82,1
2,31,10,5,5,5,4,53,53,6,5235242,01:29.8,232.217,1
13,31,6,6,6,6,3,53,52,4,5236310,01:29.7,232.505,1
1,31,15,7,7,7,2,53,52,5,5237406,01:29.7,232.44,1
17,31,3,8,8,8,1,53,52,3,5239542,01:29.7,232.544,1
8,31,14,9,9,9,0,53,53,1,5246962,01:28.0,236.859,1
12,31,17,10,10,10,0,53,53,16,5261939,01:30.9,229.38,1
10,31,9,11,11,11,0,53,53,8,5266382,01:29.9,231.853,1
6,31,18,12,12,12,0,53,53,11,5269509,01:30.2,231.167,1
15,31,7,13,13,13,0,53,52,15,5273448,01:30.9,229.544,1
3,31,5,14,14,14,0,53,53,10,5276129,01:30.0,231.671,1
18,31,19,15,15,15,0,53,52,7,5280864,01:29.8,232.166,1
14,31,13,16,16,16,0,52,49,17,\N,01:32.5,225.557,11
22,31,16,17,17,17,0,52,42,19,\N,01:33.9,222.053,11
7,31,4,18,18,18,0,52,52,2,\N,01:29.3,233.646,11
16,31,20,19,19,19,0,51,51,18,\N,01:33.5,223.146,12
21,31,12,\N,R,20,0,11,6,20,\N,01:37.3,214.326,3
4,32,15,1,1,1,10,61,55,3,7036304,01:45.8,172.464,1
3,32,8,2,2,2,8,61,39,5,7039261,01:46.5,171.352,1
1,32,2,3,3,3,6,61,14,4,7042221,01:46.1,171.969,1
10,32,7,4,4,4,5,61,50,8,7044459,01:47.0,170.408,1
20,32,6,5,5,5,4,61,13,9,7046572,01:47.3,170.047,1
2,32,9,6,6,6,3,61,14,11,7047405,01:47.3,169.992,1
14,32,14,7,7,7,2,61,41,13,7052691,01:47.6,169.587,1
6,32,10,8,8,8,1,61,13,10,7054793,01:47.3,170.022,1
18,32,12,9,9,9,0,61,61,15,7056189,01:48.1,168.7,1
5,32,5,10,10,10,0,61,14,12,7063206,01:47.3,169.943,1
9,32,4,11,11,11,0,61,14,6,7064279,01:46.9,170.639,1
7,32,17,12,12,12,0,61,29,14,7065736,01:47.8,169.181,1
13,32,1,13,13,13,0,61,13,2,7071474,01:45.8,172.482,1
21,32,20,14,14,14,0,61,28,16,7079875,01:49.1,167.195,1
8,32,3,15,15,15,0,57,14,1,\N,01:45.6,172.74,3
15,32,11,\N,R,16,0,50,32,7,\N,01:47.0,170.523,9
16,32,19,\N,R,17,0,49,38,18,\N,01:49.3,166.936,3
17,32,13,\N,R,18,0,29,13,17,\N,01:49.2,167.069,7
22,32,18,\N,R,19,0,14,13,19,\N,01:50.3,165.348,26
12,32,16,\N,R,20,0,13,13,20,\N,01:50.4,165.154,3
4,33,4,1,1,1,10,67,41,3,5421892,01:19.1,207.668,1
9,33,6,2,2,2,8,67,16,7,5427175,01:19.3,207.168,1
8,33,2,3,3,3,6,67,66,2,5428292,01:19.0,207.947,1
12,33,12,4,4,4,5,67,54,4,5442462,01:19.2,207.411,1
15,33,7,5,5,5,4,67,18,9,5445659,01:19.5,206.564,1
20,33,9,6,6,6,3,67,21,12,5461099,01:19.6,206.322,1
13,33,5,7,7,7,2,67,55,1,5468050,01:18.4,209.456,1
17,33,13,8,8,8,1,67,30,13,5472703,01:19.8,205.798,1
2,33,16,9,9,9,0,67,67,8,5476012,01:19.5,206.727,1
7,33,10,10,10,10,0,67,49,6,5480977,01:19.3,207.246,1
3,33,15,11,11,11,0,67,66,10,5483988,01:19.5,206.545,1
1,33,1,12,12,12,0,67,65,11,5500792,01:19.6,206.47,1
22,33,17,13,13,13,0,66,66,16,\N,01:20.6,203.869,11
18,33,18,14,14,14,0,66,66,17,\N,01:20.8,203.178,11
6,33,14,15,15,15,0,66,32,15,\N,01:20.4,204.404,11
21,33,20,\N,R,16,0,21,20,19,\N,01:21.6,201.365,6
5,33,3,\N,R,17,0,16,12,5,\N,01:19.3,207.257,5
16,33,19,\N,R,18,0,8,6,18,\N,01:21.2,202.327,27
10,33,8,\N,R,19,0,6,4,14,\N,01:20.3,204.685,28
14,33,11,\N,R,20,0,0,\N,\N,\N,\N,\N,4
1,34,1,1,1,1,10,56,13,1,5517403,01:36.3,203.722,1
13,34,3,2,2,2,8,56,36,4,5532328,01:36.6,203.161,1
8,34,2,3,3,3,6,56,14,2,5533848,01:36.5,203.389,1
4,34,4,4,4,4,5,56,56,5,5535773,01:36.7,203.018,1
2,34,9,5,5,5,4,56,56,3,5546326,01:36.5,203.357,1
9,34,11,6,6,6,3,56,56,7,5550622,01:36.9,202.61,1
10,34,12,7,7,7,2,56,56,6,5559125,01:36.7,202.876,1
12,34,10,8,8,8,1,56,56,8,5574048,01:37.0,202.313,1
20,34,6,9,9,9,0,56,55,9,5581742,01:37.2,201.863,1
14,34,15,10,10,10,0,56,27,14,5592245,01:37.8,200.746,1
22,34,13,11,11,11,0,56,56,16,5602464,01:37.8,200.558,1
6,34,17,12,12,12,0,56,54,17,5608250,01:38.0,200.202,1
7,34,8,13,13,13,0,56,36,12,5608860,01:37.5,201.366,1
17,34,16,14,14,14,0,56,10,13,5609825,01:37.7,200.896,1
3,34,14,15,15,15,0,55,38,10,\N,01:37.2,201.793,11
18,34,18,16,16,16,0,55,54,15,\N,01:37.8,200.705,11
21,34,20,17,17,17,0,55,54,18,\N,01:38.4,199.483,11
5,34,5,\N,R,18,0,49,32,11,\N,01:37.3,201.677,9
16,34,19,\N,R,19,0,13,13,19,\N,01:39.7,196.86,5
15,34,7,\N,R,20,0,2,2,20,\N,02:39.6,122.945,4
13,35,1,1,1,1,10,71,36,1,5651435,01:13.7,210.377,1
4,35,6,2,2,2,8,71,39,8,5664733,01:14.2,208.98,1
8,35,3,3,3,3,6,71,59,3,5667670,01:14.1,209.296,1
20,35,7,4,4,4,5,71,25,7,5689446,01:14.2,209.022,1
1,35,4,5,5,5,4,71,31,4,5690342,01:14.2,209.177,1
10,35,10,6,6,6,3,71,32,2,5695803,01:14.1,209.465,1
5,35,5,7,7,7,2,71,36,6,5706509,01:14.2,209.042,1
15,35,2,8,8,8,1,71,40,5,5719868,01:14.2,209.155,1
17,35,12,9,9,9,0,71,40,14,5731101,01:15.0,206.741,1
2,35,8,10,10,10,0,70,41,10,\N,01:14.7,207.796,11
9,35,13,11,11,11,0,70,61,9,\N,01:14.4,208.57,11
3,35,18,12,12,12,0,70,35,12,\N,01:14.9,207.014,11
18,35,17,13,13,13,0,70,59,11,\N,01:14.8,207.498,11
7,35,9,14,14,14,0,70,57,13,\N,01:15.0,206.967,11
22,35,15,15,15,15,0,70,35,16,\N,01:15.4,205.696,11
16,35,20,16,16,16,0,69,60,17,\N,01:15.8,204.721,12
6,35,16,17,17,17,0,69,50,18,\N,01:15.9,204.473,12
21,35,19,18,18,18,0,69,36,15,\N,01:15.2,206.249,12
12,35,11,\N,R,19,0,0,\N,\N,\N,\N,\N,3
14,35,14,\N,R,20,0,0,\N,\N,\N,\N,\N,4
8,36,1,1,1,1,10,58,41,1,5128770,01:25.2,223.978,1
4,36,2,2,2,2,8,58,20,2,5136012,01:26.3,221.178,1
1,36,4,3,3,3,6,58,20,3,5147365,01:26.4,221.083,1
2,36,3,4,4,4,5,58,37,6,5167533,01:26.7,220.137,1
21,36,6,5,5,5,4,58,18,7,5195239,01:26.9,219.707,1
13,36,22,6,6,6,3,58,28,8,5195575,01:27.0,219.323,1
3,36,12,7,7,7,2,57,40,5,\N,01:26.7,220.14,11
23,36,9,8,8,8,1,57,42,12,\N,01:27.8,217.444,11
15,36,8,9,9,9,0,57,45,13,\N,01:28.0,216.857,11
5,36,13,10,10,10,0,57,44,10,\N,01:27.6,217.951,11
22,36,16,11,11,11,0,57,17,14,\N,01:28.1,216.699,11
11,36,10,12,12,12,0,57,20,18,\N,01:28.5,215.746,11
17,36,7,13,13,13,0,57,21,9,\N,01:27.5,218.178,11
24,36,19,14,14,14,0,57,44,15,\N,01:28.3,216.247,11
18,36,14,15,15,15,0,57,42,17,\N,01:28.4,215.991,11
19,36,11,16,16,16,0,56,41,19,\N,01:28.5,215.742,12
16,36,20,17,17,17,0,56,40,20,\N,01:28.7,215.26,12
25,36,15,\N,R,18,0,48,24,16,\N,01:28.3,216.196,4
14,36,18,\N,R,19,0,48,44,11,\N,01:27.7,217.668,4
9,36,5,\N,R,20,0,36,19,4,\N,01:26.6,220.341,6
26,36,17,\N,R,21,0,28,22,21,\N,01:29.0,214.616,29
27,36,21,\N,R,22,0,10,9,22,\N,01:30.9,210.022,3
4,37,2,1,1,1,10,56,42,2,5534930,01:36.9,206.014,1
