,driverId,raceId,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,race_ms,fastestLapTime,fastestLapSpeed,statusId
1794,22,104,1,1,1,1,10.0,53,41,1,4518448,1:21.046,257.320,1
1795,30,104,3,2,2,2,8.0,53,35,2,4519795,1:21.361,256.324,1
1796,18,104,6,3,3,3,6.0,53,13,6,4528645,1:22.671,252.262,1
1797,11,104,5,4,4,4,5.0,53,32,5,4533818,1:22.660,252.296,1
1798,31,104,2,5,5,5,4.0,53,32,10,4550800,1:22.929,251.477,1
1799,14,104,10,6,6,6,3.0,53,24,9,4551887,1:22.889,251.599,1
1800,42,104,8,7,7,7,2.0,53,32,3,4552200,1:22.246,253.566,1
1801,21,104,15,8,8,8,1.0,53,51,4,4553879,1:22.615,252.433,1
1802,17,104,12,9,9,9,0.0,53,53,12,4575209,1:23.090,250.990,1
1803,15,104,9,10,10,10,0.0,53,52,7,4584764,1:22.855,251.702,1
1804,41,104,11,11,11,11,0.0,53,52,14,4600979,1:23.410,250.027,1
1805,13,104,16,12,12,12,0.0,52,50,11,\N,1:22.941,251.441,11
1806,32,104,14,13,13,13,0.0,52,29,15,\N,1:23.432,249.961,11
1807,2,104,20,14,14,14,0.0,52,23,17,\N,1:24.166,247.781,11
1808,47,104,19,15,15,15,0.0,50,31,18,\N,1:26.356,241.497,13
1809,4,104,4,\N,R,16,0.0,40,31,8,\N,1:22.881,251.623,20
1810,45,104,17,\N,R,17,0.0,33,13,16,\N,1:24.061,248.091,3
1811,46,104,18,\N,R,18,0.0,29,24,19,\N,1:26.371,241.456,66
1812,8,104,7,\N,R,19,0.0,13,11,13,\N,1:23.365,250.162,5
1813,44,104,13,\N,R,20,0.0,0,\N,\N,\N,\N,\N,4
1814,22,105,1,1,1,1,10.0,56,28,2,5352420,1:32.455,212.250,1
1815,18,105,3,2,2,2,8.0,56,33,4,5353455,1:32.935,211.154,1
1816,8,105,2,3,3,3,6.0,56,53,3,5353889,1:32.876,211.288,1
1817,4,105,6,4,4,4,5.0,56,55,10,5384930,1:33.625,209.597,1
1818,31,105,10,5,5,5,4.0,56,34,5,5397613,1:33.108,210.761,1
1819,11,105,18,6,6,6,3.0,56,36,8,5407211,1:33.533,209.804,1
1820,21,105,7,7,7,7,2.0,56,25,7,5417874,1:33.520,209.833,1
1821,13,105,4,8,8,8,1.0,56,43,6,5432500,1:33.483,209.916,1
1822,14,105,9,9,9,9,0.0,56,26,11,5433039,1:33.727,209.369,1
1823,17,105,11,10,10,10,0.0,55,32,15,\N,1:34.893,206.797,11
1824,35,105,12,11,11,11,0.0,55,55,17,\N,1:34.950,206.672,11
1825,30,105,20,12,12,12,0.0,55,55,1,\N,1:32.238,212.749,11
1826,2,105,14,13,13,13,0.0,55,55,14,\N,1:34.717,207.181,11
1827,44,105,8,14,14,14,0.0,55,51,13,\N,1:34.603,207.431,11
1828,10,105,16,15,15,15,0.0,55,54,16,\N,1:34.931,206.714,11
1829,47,105,19,16,16,16,0.0,53,51,20,\N,1:37.578,201.106,13
1830,46,105,17,\N,R,17,0.0,38,23,19,\N,1:37.377,201.521,36
1831,23,105,5,\N,R,18,0.0,37,31,9,\N,1:33.546,209.774,4
1832,41,105,13,\N,R,19,0.0,35,24,12,\N,1:34.269,208.165,7
1833,32,105,15,\N,R,20,0.0,11,10,18,\N,1:36.888,202.539,4
1834,30,106,1,1,1,1,10.0,53,41,2,5066985,1:32.796,225.281,1
1835,23,106,2,2,2,2,8.0,53,23,3,5081083,1:33.467,223.663,1
1836,18,106,5,3,3,3,6.0,53,33,7,5086647,1:33.819,222.824,1
1837,11,106,4,4,4,4,5.0,53,28,5,5098766,1:33.742,223.007,1
1838,4,106,11,5,5,5,4.0,53,29,12,5104752,1:34.279,221.737,1
1839,8,106,12,6,6,6,3.0,53,35,10,5106347,1:33.920,222.585,1
1840,31,106,13,7,7,7,2.0,53,30,6,5122332,1:33.779,222.919,1
1841,21,106,7,8,8,8,1.0,53,44,8,5123261,1:33.850,222.751,1
1842,13,106,19,9,9,9,0.0,53,40,4,5156641,1:33.614,223.312,1
1843,35,106,9,10,10,10,0.0,52,28,16,\N,1:35.290,219.385,11
1844,15,106,6,11,11,11,0.0,52,52,14,\N,1:34.626,220.924,11
1845,32,106,14,12,12,12,0.0,52,32,15,\N,1:35.261,219.451,11
1846,2,106,16,13,13,13,0.0,52,25,17,\N,1:35.524,218.847,11
1847,44,106,10,14,14,14,0.0,51,11,13,\N,1:34.438,221.364,12
1848,10,106,17,15,15,15,0.0,51,14,18,\N,1:36.667,216.259,12
1849,46,106,18,16,16,16,0.0,50,27,19,\N,1:39.352,210.415,13
1850,47,106,20,\N,R,17,0.0,41,26,20,\N,1:39.434,210.241,20
1851,14,106,8,\N,R,18,0.0,38,14,9,\N,1:33.917,222.592,4
1852,22,106,15,\N,R,19,0.0,38,30,1,\N,1:32.730,225.441,4
1853,17,106,3,\N,R,20,0.0,20,13,11,\N,1:34.229,221.855,25
1854,31,107,2,1,1,1,10.0,71,49,1,5281451,1:11.473,217.038,1
1855,8,107,3,2,2,2,8.0,71,52,2,5282473,1:11.562,216.768,1
1856,22,107,1,3,3,3,6.0,71,22,3,5305550,1:11.672,216.435,1
1857,4,107,8,4,4,4,5.0,71,42,9,5329959,1:12.118,215.097,1
1858,23,107,7,5,5,5,4.0,71,23,5,5331191,1:11.764,216.158,1
1859,11,107,6,6,6,6,3.0,71,51,7,5331699,1:11.941,215.626,1
1860,30,107,18,7,7,7,2.0,71,49,4,5332077,1:11.763,216.161,1
1861,13,107,4,8,8,8,1.0,71,68,8,5343761,1:12.066,215.252,1
1862,21,107,10,9,9,9,0.0,71,69,6,5345293,1:11.877,215.818,1
1863,35,107,13,10,10,10,0.0,70,68,10,\N,1:12.210,214.823,11
1864,14,107,12,11,11,11,0.0,70,40,12,\N,1:12.522,213.899,11
1865,15,107,9,12,12,12,0.0,70,65,11,\N,1:12.435,214.156,11
1866,41,107,14,13,13,13,0.0,70,69,14,\N,1:12.961,212.612,11
1867,32,107,15,14,14,14,0.0,69,49,13,\N,1:12.891,212.816,12
1868,10,107,17,15,15,15,0.0,69,68,16,\N,1:13.905,209.896,12
1869,47,107,19,16,16,16,0.0,67,45,17,\N,1:14.743,207.543,14
1870,46,107,20,17,17,17,0.0,67,50,18,\N,1:14.756,207.507,14
1871,17,107,11,\N,R,18,0.0,23,20,15,\N,1:13.197,211.926,4
1872,2,107,16,\N,R,19,0.0,15,11,19,\N,1:15.855,204.500,8
1873,18,107,5,\N,R,20,0.0,3,2,20,\N,1:24.440,183.709,5
1874,14,108,11,1,1,1,10.0,58,\N,\N,5682100,\N,\N,1
1875,31,108,3,2,2,2,8.0,58,\N,\N,5690775,\N,\N,1
1876,8,108,15,3,3,3,6.0,58,\N,\N,5691292,\N,\N,1
1877,30,108,1,4,4,4,5.0,58,\N,\N,5691582,\N,\N,1
1878,15,108,12,5,5,5,4.0,58,\N,\N,5720901,\N,\N,1
1879,49,108,4,6,6,6,3.0,58,\N,\N,5726028,\N,\N,1
1880,4,108,10,7,7,7,2.0,58,\N,\N,5727174,\N,\N,1
1881,23,108,9,8,8,8,1.0,58,\N,\N,5727845,\N,\N,1
1882,35,108,6,9,9,9,0.0,58,\N,\N,5747636,\N,\N,1
1883,18,108,8,10,10,10,0.0,58,\N,\N,5748074,\N,\N,1
1884,50,108,20,11,11,11,0.0,57,\N,\N,\N,\N,\N,11
1885,21,108,13,\N,R,12,0.0,52,\N,\N,\N,\N,\N,6
1886,42,108,18,\N,R,13,0.0,52,\N,\N,\N,\N,\N,22
1887,44,108,5,\N,R,14,0.0,31,\N,\N,\N,\N,\N,32
1888,2,108,7,\N,R,15,0.0,20,\N,\N,\N,\N,\N,22
1889,51,108,19,\N,R,16,0.0,16,\N,\N,\N,\N,\N,21
1890,17,108,14,\N,R,17,0.0,15,\N,\N,\N,\N,\N,22
1891,43,108,16,\N,R,18,0.0,7,\N,\N,\N,\N,\N,20
1892,52,108,17,\N,R,19,0.0,6,\N,\N,\N,\N,\N,3
1893,22,108,2,\N,R,20,0.0,5,\N,\N,\N,\N,\N,3
1894,8,109,7,1,1,1,10.0,56,\N,\N,5542195,\N,\N,1
1895,22,109,5,2,2,2,8.0,56,\N,\N,5581481,\N,\N,1
1896,4,109,1,3,3,3,6.0,56,\N,\N,5606202,\N,\N,1
1897,23,109,17,4,4,4,5.0,56,\N,\N,5630221,\N,\N,1
1898,15,109,2,5,5,5,4.0,55,\N,\N,\N,\N,\N,11
1899,30,109,3,6,6,6,3.0,55,\N,\N,\N,\N,\N,11
1900,18,109,9,7,7,7,2.0,55,\N,\N,\N,\N,\N,11
1901,2,109,6,8,8,8,1.0,55,\N,\N,\N,\N,\N,11
1902,49,109,13,9,9,9,0.0,55,\N,\N,\N,\N,\N,11
1903,52,109,20,10,10,10,0.0,55,\N,\N,\N,\N,\N,11
1904,43,109,11,11,11,11,0.0,55,\N,\N,\N,\N,\N,11
1905,31,109,8,12,12,12,0.0,53,\N,\N,\N,\N,\N,13
1906,50,109,18,13,13,13,0.0,52,\N,\N,\N,\N,\N,14
1907,42,109,15,\N,R,14,0.0,42,\N,\N,\N,\N,\N,20
1908,51,109,19,\N,R,15,0.0,41,\N,\N,\N,\N,\N,26
1909,17,109,16,\N,R,16,0.0,35,\N,\N,\N,\N,\N,5
1910,44,109,10,\N,R,17,0.0,12,\N,\N,\N,\N,\N,32
1911,14,109,4,\N,R,18,0.0,2,\N,\N,\N,\N,\N,10
1912,21,109,14,\N,R,19,0.0,0,\N,\N,\N,\N,\N,10
1913,35,109,12,\N,R,20,0.0,0,\N,\N,\N,\N,\N,10
1914,21,110,8,1,1,1,10.0,54,\N,\N,5478200,\N,\N,1
1915,8,110,4,2,2,2,8.0,54,\N,\N,5479145,\N,\N,1
1916,4,110,10,3,3,3,6.0,54,\N,\N,5484548,\N,\N,1
1917,14,110,2,4,4,4,5.0,54,\N,\N,5486296,\N,\N,1
1918,49,110,14,5,5,5,4.0,54,\N,\N,5486842,\N,\N,1
1919,35,110,13,6,6,6,3.0,54,\N,\N,5494254,\N,\N,1
1920,23,110,6,7,7,7,2.0,54,\N,\N,5516726,\N,\N,1
1921,15,110,5,8,8,8,1.0,54,\N,\N,5524127,\N,\N,1
1922,17,110,3,9,9,9,0.0,53,\N,\N,\N,\N,\N,3
1923,43,110,18,10,10,10,0.0,53,\N,\N,\N,\N,\N,11
1924,22,110,1,\N,R,11,0.0,47,\N,\N,\N,\N,\N,69
1925,18,110,11,\N,R,12,0.0,33,\N,\N,\N,\N,\N,3
1926,50,110,19,\N,R,13,0.0,31,\N,\N,\N,\N,\N,20
1927,30,110,7,\N,R,14,0.0,27,\N,\N,\N,\N,\N,3
1928,31,110,9,\N,R,15,0.0,25,\N,\N,\N,\N,\N,3
1929,42,110,17,\N,R,16,0.0,25,\N,\N,\N,\N,\N,3
1930,44,110,15,\N,R,17,0.0,18,\N,\N,\N,\N,\N,4
1931,52,110,16,\N,R,18,0.0,18,\N,\N,\N,\N,\N,22
1932,51,110,20,\N,R,19,0.0,16,\N,\N,\N,\N,\N,20
1933,2,110,12,\N,R,20,0.0,8,\N,\N,\N,\N,\N,5
1934,30,111,1,1,1,1,10.0,62,\N,\N,5292058,\N,\N,1
1935,8,111,6,2,2,2,8.0,62,\N,\N,5293940,\N,\N,1
1936,22,111,3,3,3,3,6.0,62,\N,\N,5294349,\N,\N,1
1937,23,111,2,4,4,4,5.0,62,\N,\N,5300861,\N,\N,1
1938,14,111,12,5,5,5,4.0,62,\N,\N,5301469,\N,\N,1
1939,4,111,8,6,6,6,3.0,62,\N,\N,5335747,\N,\N,1
1940,31,111,4,7,7,7,2.0,62,\N,\N,5337329,\N,\N,1
1941,18,111,9,8,8,8,1.0,61,\N,\N,\N,\N,\N,11
1942,44,111,10,9,9,9,0.0,61,\N,\N,\N,\N,\N,11
1943,2,111,11,10,10,10,0.0,61,\N,\N,\N,\N,\N,11
1944,49,111,14,11,11,11,0.0,61,\N,\N,\N,\N,\N,11
1945,43,111,13,12,12,12,0.0,61,\N,\N,\N,\N,\N,11
1946,15,111,16,13,13,13,0.0,61,\N,\N,\N,\N,\N,11
1947,42,111,15,14,14,14,0.0,60,\N,\N,\N,\N,\N,12
1948,21,111,17,15,15,15,0.0,57,\N,\N,\N,\N,\N,15
1949,17,111,5,\N,R,16,0.0,54,\N,\N,\N,\N,\N,30
1950,52,111,19,\N,R,17,0.0,51,\N,\N,\N,\N,\N,70
1951,50,111,20,\N,R,18,0.0,38,\N,\N,\N,\N,\N,10
1952,51,111,18,\N,R,19,0.0,23,\N,\N,\N,\N,\N,71
1953,35,111,7,\N,R,20,0.0,19,\N,\N,\N,\N,\N,5
1954,30,112,1,1,1,1,10.0,65,\N,\N,5626933,\N,\N,1
1955,4,112,3,2,2,2,8.0,65,\N,\N,5632633,\N,\N,1
1956,22,112,2,3,3,3,6.0,65,\N,\N,5644933,\N,\N,1
1957,31,112,9,4,4,4,5.0,65,\N,\N,5688933,\N,\N,1
1958,23,112,7,5,5,5,4.0,64,\N,\N,\N,\N,\N,11
1959,43,112,13,6,6,6,3.0,64,\N,\N,\N,\N,\N,11
1960,17,112,12,7,7,7,2.0,64,\N,\N,\N,\N,\N,11
1961,52,112,15,8,8,8,1.0,63,\N,\N,\N,\N,\N,12
1962,18,112,5,9,9,9,0.0,63,\N,\N,\N,\N,\N,12
1963,2,112,14,10,10,10,0.0,63,\N,\N,\N,\N,\N,12
1964,51,112,18,11,11,11,0.0,63,\N,\N,\N,\N,\N,12
1965,50,112,19,12,12,12,0.0,62,\N,\N,\N,\N,\N,13
1966,21,112,17,\N,R,13,0.0,43,\N,\N,\N,\N,\N,5
1967,44,112,6,\N,R,14,0.0,41,\N,\N,\N,\N,\N,6
1968,49,112,10,\N,R,15,0.0,38,\N,\N,\N,\N,\N,22
1969,14,112,8,\N,R,16,0.0,17,\N,\N,\N,\N,\N,4
1970,35,112,11,\N,R,17,0.0,12,\N,\N,\N,\N,\N,10
1971,15,112,4,\N,R,18,0.0,0,\N,\N,\N,\N,\N,4
1972,42,112,16,\N,R,19,0.0,0,\N,\N,\N,\N,\N,72
1973,8,112,20,\N,R,20,0.0,0,\N,\N,\N,\N,\N,4
1974,30,113,1,1,1,1,10.0,69,\N,\N,5044888,\N,\N,1
1975,8,113,2,2,2,2,8.0,69,\N,\N,5048250,\N,\N,1
1976,22,113,5,3,3,3,6.0,69,\N,\N,5048839,\N,\N,1
1977,18,113,7,4,4,4,5.0,69,\N,\N,5087131,\N,\N,1
1978,14,113,14,5,5,5,4.0,69,\N,\N,5104628,\N,\N,1
1979,23,113,10,6,6,6,3.0,68,\N,\N,\N,\N,\N,11
1980,17,113,17,7,7,7,2.0,68,\N,\N,\N,\N,\N,11
1981,15,113,6,8,8,8,1.0,68,\N,\N,\N,\N,\N,11
1982,42,113,8,9,9,9,0.0,68,\N,\N,\N,\N,\N,11
1983,43,113,13,10,10,10,0.0,68,\N,\N,\N,\N,\N,11
1984,52,113,16,11,11,11,0.0,68,\N,\N,\N,\N,\N,11
1985,35,113,12,12,12,12,0.0,68,\N,\N,\N,\N,\N,11
1986,51,113,18,13,13,13,0.0,67,\N,\N,\N,\N,\N,12
1987,21,113,9,\N,R,14,0.0,60,\N,\N,\N,\N,\N,69
1988,2,113,4,\N,R,15,0.0,46,\N,\N,\N,\N,\N,5
1989,4,113,19,\N,R,16,0.0,44,\N,\N,\N,\N,\N,5
1990,31,113,3,\N,R,17,0.0,32,\N,\N,\N,\N,\N,5
1991,44,113,11,\N,R,18,0.0,6,\N,\N,\N,\N,\N,22
1992,50,113,20,\N,R,19,0.0,0,\N,\N,\N,\N,\N,8
1993,49,113,15,\N,W,20,0.0,0,\N,\N,\N,\N,\N,8
1994,31,114,3,1,1,1,10.0,78,\N,\N,6139010,\N,\N,1
1995,8,114,2,2,2,2,8.0,78,\N,\N,6139612,\N,\N,1
1996,30,114,5,3,3,3,6.0,78,\N,\N,6140730,\N,\N,1
1997,23,114,1,4,4,4,5.0,78,\N,\N,6167528,\N,\N,1
1998,4,114,8,5,5,5,4.0,78,\N,\N,6175261,\N,\N,1
1999,15,114,4,6,6,6,3.0,78,\N,\N,6179982,\N,\N,1
2000,14,114,6,7,7,7,2.0,78,\N,\N,6180237,\N,\N,1
2001,22,114,7,8,8,8,1.0,78,\N,\N,6192276,\N,\N,1
2002,43,114,10,9,9,9,0.0,77,\N,\N,\N,\N,\N,11
2003,21,114,12,10,10,10,0.0,77,\N,\N,\N,\N,\N,11
2004,2,114,14,11,11,11,0.0,76,\N,\N,\N,\N,\N,12
2005,52,114,16,12,12,12,0.0,76,\N,\N,\N,\N,\N,12
2006,44,114,17,13,13,13,0.0,74,\N,\N,\N,\N,\N,14
2007,35,114,11,\N,R,14,0.0,63,\N,\N,\N,\N,\N,5
2008,51,114,19,\N,R,15,0.0,29,\N,\N,\N,\N,\N,69
2009,50,114,18,\N,R,16,0.0,28,\N,\N,\N,\N,\N,69
2010,17,114,9,\N,R,17,0.0,16,\N,\N,\N,\N,\N,9
2011,42,114,13,\N,R,18,0.0,10,\N,\N,\N,\N,\N,10
2012,49,114,15,\N,R,19,0.0,0,\N,\N,\N,\N,\N,3
2013,18,114,20,\N,W,20,0.0,0,\N,\N,\N,\N,\N,73
2014,30,115,3,1,1,1,10.0,70,\N,\N,5473591,\N,\N,1
2015,23,115,1,2,2,2,8.0,70,\N,\N,5474375,\N,\N,1
2016,31,115,2,3,3,3,6.0,70,\N,\N,5474946,\N,\N,1
2017,4,115,4,4,4,4,5.0,70,\N,\N,5478072,\N,\N,1
2018,22,115,5,5,5,5,4.0,70,\N,\N,5537852,\N,\N,1
2019,8,115,20,6,6,6,3.0,70,\N,\N,5544093,\N,\N,1
2020,17,115,6,7,7,7,2.0,69,\N,\N,\N,\N,\N,11
2021,44,115,7,8,8,8,1.0,69,\N,\N,\N,\N,\N,11
2022,50,115,15,9,9,9,0.0,68,\N,\N,\N,\N,\N,12
2023,42,115,13,10,10,10,0.0,64,\N,\N,\N,\N,\N,14
2024,43,115,9,11,11,11,0.0,64,\N,\N,\N,\N,\N,16
2025,51,115,18,\N,R,12,0.0,60,\N,\N,\N,\N,\N,6
2026,18,115,17,\N,R,13,0.0,51,\N,\N,\N,\N,\N,6
2027,14,115,11,\N,R,14,0.0,47,\N,\N,\N,\N,\N,6
2028,2,115,12,\N,R,15,0.0,47,\N,\N,\N,\N,\N,5
2029,15,115,8,\N,R,16,0.0,22,\N,\N,\N,\N,\N,3
2030,21,115,16,\N,R,17,0.0,20,\N,\N,\N,\N,\N,6
2031,52,115,19,\N,R,18,0.0,20,\N,\N,\N,\N,\N,5
2032,35,115,14,\N,R,19,0.0,14,\N,\N,\N,\N,\N,23
2033,49,115,10,\N,R,20,0.0,6,\N,\N,\N,\N,\N,40
2034,23,116,3,1,1,1,10.0,60,\N,\N,5683622,\N,\N,1
2035,31,116,4,2,2,2,8.0,60,\N,\N,5700443,\N,\N,1
2036,22,116,5,3,3,3,6.0,60,\N,\N,5723295,\N,\N,1
2037,4,116,8,4,4,4,5.0,60,\N,\N,5749353,\N,\N,1
2038,30,116,2,5,5,5,4.0,60,\N,\N,5749784,\N,\N,1
2039,17,116,11,6,6,6,3.0,59,\N,\N,\N,\N,\N,11
2040,18,116,12,7,7,7,2.0,59,\N,\N,\N,\N,\N,11
2041,2,116,20,8,8,8,1.0,59,\N,\N,\N,\N,\N,11
2042,49,116,15,9,9,9,0.0,59,\N,\N,\N,\N,\N,11
2043,42,116,16,10,10,10,0.0,59,\N,\N,\N,\N,\N,11
2044,52,116,14,11,11,11,0.0,58,\N,\N,\N,\N,\N,12
2045,21,116,13,12,12,12,0.0,58,\N,\N,\N,\N,\N,12
2046,51,116,19,13,13,13,0.0,58,\N,\N,\N,\N,\N,12
2047,50,116,18,14,14,14,0.0,57,\N,\N,\N,\N,\N,13
2048,14,116,9,15,15,15,0.0,56,\N,\N,\N,\N,\N,14
2049,43,116,10,\N,R,16,0.0,53,\N,\N,\N,\N,\N,5
2050,35,116,17,\N,R,17,0.0,51,\N,\N,\N,\N,\N,6
2051,15,116,6,\N,R,18,0.0,37,\N,\N,\N,\N,\N,32
2052,44,116,7,\N,R,19,0.0,37,\N,\N,\N,\N,\N,20
2053,8,116,1,\N,R,20,0.0,25,\N,\N,\N,\N,\N,5
2054,23,117,1,1,1,1,10.0,70,\N,\N,5449213,\N,\N,1
2055,31,117,2,2,2,2,8.0,70,\N,\N,5463026,\N,\N,1
2056,30,117,3,3,3,3,6.0,70,\N,\N,5468781,\N,\N,1
2057,8,117,4,4,4,4,5.0,70,\N,\N,5487260,\N,\N,1
2058,14,117,5,5,5,5,4.0,70,\N,\N,5489502,\N,\N,1
2059,17,117,9,6,6,6,3.0,70,\N,\N,5515593,\N,\N,1
2060,22,117,8,7,7,7,2.0,69,\N,\N,\N,\N,\N,11
2061,44,117,10,8,8,8,1.0,69,\N,\N,\N,\N,\N,11
2062,35,117,12,9,9,9,0.0,69,\N,\N,\N,\N,\N,11
2063,42,117,11,10,10,10,0.0,69,\N,\N,\N,\N,\N,11
2064,43,117,13,11,11,11,0.0,69,\N,\N,\N,\N,\N,11
2065,49,117,16,12,12,12,0.0,68,\N,\N,\N,\N,\N,12
2066,2,117,15,13,13,13,0.0,68,\N,\N,\N,\N,\N,12
2067,51,117,20,14,14,14,0.0,67,\N,\N,\N,\N,\N,13
2068,52,117,18,15,15,15,0.0,67,\N,\N,\N,\N,\N,13
2069,50,117,19,16,16,16,0.0,66,\N,\N,\N,\N,\N,14
2070,15,117,6,\N,R,17,0.0,45,\N,\N,\N,\N,\N,5
2071,4,117,7,\N,R,18,0.0,43,\N,\N,\N,\N,\N,5
2072,21,117,17,\N,R,19,0.0,42,\N,\N,\N,\N,\N,5
2073,18,117,14,\N,R,20,0.0,23,\N,\N,\N,\N,\N,74
2074,22,118,1,1,1,1,10.0,60,\N,\N,5317554,\N,\N,1
2075,31,118,7,2,2,2,8.0,60,\N,\N,5323016,\N,\N,1
2076,8,118,3,3,3,3,6.0,60,\N,\N,5328210,\N,\N,1
2077,30,118,5,4,4,4,5.0,60,\N,\N,5343202,\N,\N,1
2078,14,118,12,5,5,5,4.0,60,\N,\N,5354381,\N,\N,1
2079,15,118,2,6,6,6,3.0,60,\N,\N,5360621,\N,\N,1
2080,43,118,6,7,7,7,2.0,60,\N,\N,5362639,\N,\N,1
2081,18,118,20,8,8,8,1.0,60,\N,\N,5363032,\N,\N,1
2082,23,118,4,9,9,9,0.0,60,\N,\N,5375586,\N,\N,1
2083,35,118,9,10,10,10,0.0,60,\N,\N,5381123,\N,\N,1
2084,44,118,13,11,11,11,0.0,60,\N,\N,5382761,\N,\N,1
2085,49,118,14,12,12,12,0.0,60,\N,\N,5383118,\N,\N,1
2086,52,118,17,13,13,13,0.0,59,\N,\N,\N,\N,\N,11
2087,17,118,11,14,14,14,0.0,59,\N,\N,\N,\N,\N,11
2088,50,118,19,15,15,15,0.0,58,\N,\N,\N,\N,\N,12
2089,51,118,18,16,16,16,0.0,58,\N,\N,\N,\N,\N,12
2090,2,118,16,17,17,17,0.0,58,\N,\N,\N,\N,\N,12
2091,4,118,8,\N,R,18,0.0,52,\N,\N,\N,\N,\N,6
2092,21,118,15,\N,R,19,0.0,44,\N,\N,\N,\N,\N,22
2093,42,118,10,\N,R,20,0.0,32,\N,\N,\N,\N,\N,5
2094,31,119,1,1,1,1,10.0,67,\N,\N,5328769,\N,\N,1
2095,14,119,10,2,2,2,8.0,67,\N,\N,5394228,\N,\N,1
2096,15,119,4,3,3,3,6.0,67,\N,\N,5397829,\N,\N,1
2097,4,119,8,4,4,4,5.0,67,\N,\N,5398113,\N,\N,1
2098,44,119,7,5,5,5,4.0,66,\N,\N,\N,\N,\N,11
2099,43,119,9,6,6,6,3.0,66,\N,\N,\N,\N,\N,11
2100,30,119,6,7,7,7,2.0,66,\N,\N,\N,\N,\N,11
2101,18,119,17,8,8,8,1.0,66,\N,\N,\N,\N,\N,11
2102,35,119,13,9,9,9,0.0,65,\N,\N,\N,\N,\N,12
2103,2,119,15,10,10,10,0.0,65,\N,\N,\N,\N,\N,12
2104,17,119,11,11,11,11,0.0,64,\N,\N,\N,\N,\N,3
2105,53,119,20,12,12,12,0.0,62,\N,\N,\N,\N,\N,15
2106,21,119,13,13,13,13,0.0,60,\N,\N,\N,\N,\N,5
2107,50,119,19,\N,R,14,0.0,23,\N,\N,\N,\N,\N,9
2108,51,119,16,\N,R,15,0.0,6,\N,\N,\N,\N,\N,6
2109,23,119,2,\N,R,16,0.0,1,\N,\N,\N,\N,\N,3
2110,49,119,14,\N,R,17,0.0,1,\N,\N,\N,\N,\N,3
2111,22,119,3,\N,R,18,0.0,0,\N,\N,\N,\N,\N,3
2112,8,119,5,\N,R,19,0.0,0,\N,\N,\N,\N,\N,3
2113,52,119,18,\N,R,20,0.0,0,\N,\N,\N,\N,\N,3
2114,4,120,1,1,1,1,10.0,70,\N,\N,5941460,\N,\N,1
2115,8,120,7,2,2,2,8.0,70,\N,\N,5958228,\N,\N,1
2116,31,120,4,3,3,3,6.0,70,\N,\N,5975997,\N,\N,1
2117,23,120,2,4,4,4,5.0,70,\N,\N,5977080,\N,\N,1
2118,14,120,9,5,5,5,4.0,70,\N,\N,5997995,\N,\N,1
2119,17,120,3,6,6,6,3.0,70,\N,\N,6014103,\N,\N,1
2120,15,120,6,7,7,7,2.0,69,\N,\N,\N,\N,\N,11
2121,30,120,8,8,8,8,1.0,69,\N,\N,\N,\N,\N,11
2122,2,120,11,9,9,9,0.0,69,\N,\N,\N,\N,\N,11
2123,18,120,14,10,10,10,0.0,69,\N,\N,\N,\N,\N,11
2124,43,120,15,11,11,11,0.0,68,\N,\N,\N,\N,\N,12
2125,50,120,18,12,12,12,0.0,67,\N,\N,\N,\N,\N,13
2126,53,120,20,13,13,13,0.0,66,\N,\N,\N,\N,\N,14
2127,49,120,17,\N,R,14,0.0,47,\N,\N,\N,\N,\N,60
2128,51,120,12,\N,R,15,0.0,42,\N,\N,\N,\N,\N,5
2129,47,120,19,\N,R,16,0.0,34,\N,\N,\N,\N,\N,5
2130,44,120,10,\N,R,17,0.0,33,\N,\N,\N,\N,\N,6
2131,21,120,13,\N,R,18,0.0,28,\N,\N,\N,\N,\N,5
2132,22,120,5,\N,R,19,0.0,19,\N,\N,\N,\N,\N,22
2133,35,120,16,\N,R,20,0.0,14,\N,\N,\N,\N,\N,9
2134,30,121,1,1,1,1,10.0,53,\N,\N,4459838,\N,\N,1
2135,31,121,2,2,2,2,8.0,53,\N,\N,4465132,\N,\N,1
2136,22,121,3,3,3,3,6.0,53,\N,\N,4471673,\N,\N,1
2137,8,121,4,4,4,4,5.0,53,\N,\N,4472672,\N,\N,1
2138,48,121,5,5,5,5,4.0,53,\N,\N,4487729,\N,\N,1
2139,35,121,10,6,6,6,3.0,52,\N,\N,\N,\N,\N,11
2140,17,121,11,7,7,7,2.0,52,\N,\N,\N,\N,\N,11
2141,4,121,20,8,8,8,1.0,52,\N,\N,\N,\N,\N,11
2142,2,121,16,9,9,9,0.0,52,\N,\N,\N,\N,\N,11
2143,21,121,13,10,10,10,0.0,52,\N,\N,\N,\N,\N,11
2144,47,121,18,11,11,11,0.0,51,\N,\N,\N,\N,\N,12
2145,53,121,19,12,12,12,0.0,51,\N,\N,\N,\N,\N,12
2146,49,121,14,13,13,13,0.0,50,\N,\N,\N,\N,\N,13
2147,14,121,8,\N,R,14,0.0,45,\N,\N,\N,\N,\N,32
2148,44,121,9,\N,R,15,0.0,35,\N,\N,\N,\N,\N,23
2149,50,121,17,\N,R,16,0.0,27,\N,\N,\N,\N,\N,44
