,driverId,raceId,points,position,wins
3360,49,177,10.0,4,0
3361,56,177,12.0,2,1
3362,15,178,0.0,16,0
3363,70,178,0.0,17,0
3364,65,178,0.0,20,0
3365,69,178,0.0,18,0
3366,63,178,0.0,15,0
3367,55,178,1.0,11,0
3368,71,178,3.0,9,0
3369,14,178,6.0,7,0
3370,48,178,0.0,19,0
3371,25,178,1.0,10,0
3372,44,178,1.0,13,0
3373,57,178,14.0,3,1
3374,30,178,26.0,1,2
3375,68,178,0.0,14,0
3376,37,178,1.0,12,0
3377,22,178,6.0,8,0
3378,21,178,7.0,6,0
3379,23,178,7.0,5,0
3380,49,178,13.0,4,0
3381,56,178,18.0,2,1
3382,15,179,1.0,11,0
3383,70,179,0.0,17,0
3384,65,179,0.0,20,0
3385,69,179,0.0,18,0
3386,63,179,0.0,16,0
3387,55,179,1.0,13,0
3388,71,179,3.0,9,0
3389,14,179,12.0,5,0
3390,48,179,0.0,19,0
3391,25,179,1.0,10,0
3392,44,179,1.0,14,0
3393,57,179,24.0,2,2
3394,30,179,30.0,1,2
3395,68,179,0.0,15,0
3396,37,179,1.0,12,0
3397,22,179,6.0,8,0
3398,21,179,7.0,7,0
3399,23,179,9.0,6,0
3400,49,179,13.0,4,0
3401,56,179,21.0,3,1
3402,64,180,1.0,16,0
3403,15,180,1.0,12,0
3404,70,180,0.0,21,0
3405,65,180,2.0,10,0
3406,69,180,0.0,20,0
3407,63,180,0.0,18,0
3408,55,180,1.0,15,0
3409,71,180,3.0,9,0
3410,14,180,12.0,6,0
3411,48,180,0.0,19,0
3412,25,180,1.0,11,0
3413,44,180,1.0,13,0
3414,57,180,34.0,1,3
3415,30,180,30.0,2,2
3416,68,180,0.0,17,0
3417,37,180,1.0,14,0
3418,22,180,6.0,8,0
3419,21,180,13.0,5,0
3420,23,180,12.0,7,0
3421,49,180,13.0,4,0
3422,56,180,25.0,3,1
3423,41,181,0.0,22,0
3424,64,181,1.0,16,0
3425,15,181,1.0,11,0
3426,70,181,0.0,21,0
3427,65,181,2.0,10,0
3428,69,181,0.0,20,0
3429,63,181,0.0,18,0
3430,55,181,1.0,15,0
3431,71,181,3.0,9,0
3432,14,181,12.0,7,0
3433,48,181,0.0,19,0
3434,25,181,1.0,12,0
3435,44,181,1.0,13,0
3436,57,181,40.0,1,3
3437,30,181,32.0,2,2
3438,68,181,0.0,17,0
3439,37,181,1.0,14,0
3440,22,181,10.0,8,0
3441,21,181,13.0,6,0
3442,23,181,15.0,5,0
3443,49,181,23.0,4,1
3444,56,181,26.0,3,1
3445,41,182,0.0,22,0
3446,64,182,2.0,11,0
3447,15,182,1.0,12,0
3448,70,182,0.0,21,0
3449,65,182,2.0,10,0
3450,69,182,0.0,20,0
3451,63,182,0.0,18,0
3452,55,182,1.0,16,0
3453,71,182,5.0,9,0
3454,14,182,22.0,5,1
3455,48,182,0.0,19,0
3456,25,182,1.0,13,0
3457,44,182,1.0,14,0
3458,57,182,40.0,1,3
3459,30,182,32.0,2,2
3460,68,182,0.0,17,0
3461,37,182,1.0,15,0
3462,22,182,10.0,8,0
3463,21,182,13.0,7,0
3464,23,182,19.0,6,0
3465,49,182,26.0,4,1
3466,56,182,32.0,3,1
3467,41,183,0.0,22,0
3468,64,183,3.0,11,0
3469,15,183,1.0,13,0
3470,70,183,0.0,21,0
3471,65,183,2.0,12,0
3472,69,183,0.0,20,0
3473,63,183,0.0,17,0
3474,55,183,1.0,16,0
3475,71,183,5.0,9,0
3476,14,183,28.0,5,1
3477,48,183,0.0,19,0
3478,25,183,3.0,10,0
3479,44,183,1.0,14,0
3480,57,183,44.0,1,3
3481,30,183,32.0,3,2
3482,68,183,0.0,18,0
3483,37,183,1.0,15,0
3484,22,183,10.0,8,0
3485,21,183,13.0,7,0
3486,23,183,19.0,6,0
3487,49,183,29.0,4,1
3488,56,183,42.0,2,2
3489,41,184,0.0,22,0
3490,64,184,3.0,12,0
3491,15,184,1.0,15,0
3492,70,184,0.0,21,0
3493,65,184,2.0,13,0
3494,69,184,0.0,20,0
3495,63,184,6.0,9,0
3496,55,184,1.0,16,0
3497,71,184,5.0,10,0
3498,14,184,30.0,5,1
3499,48,184,0.0,19,0
3500,25,184,3.0,11,0
3501,44,184,2.0,14,0
3502,57,184,44.0,2,3
3503,30,184,32.0,4,2
3504,68,184,0.0,18,0
3505,37,184,1.0,17,0
3506,22,184,10.0,8,0
3507,21,184,13.0,7,0
3508,23,184,22.0,6,0
3509,49,184,33.0,3,1
3510,56,184,52.0,1,3
3511,41,185,0.0,22,0
3512,64,185,3.0,12,0
3513,15,185,1.0,15,0
3514,70,185,0.0,21,0
3515,65,185,2.0,13,0
3516,69,185,0.0,20,0
3517,63,185,6.0,9,0
3518,55,185,1.0,16,0
3519,71,185,6.0,10,0
3520,14,185,36.0,3,1
3521,48,185,0.0,19,0
3522,25,185,3.0,11,0
3523,44,185,2.0,14,0
3524,57,185,54.0,2,4
3525,30,185,32.0,5,2
3526,68,185,0.0,18,0
3527,37,185,1.0,17,0
3528,22,185,12.0,8,0
3529,21,185,13.0,7,0
3530,23,185,22.0,6,0
3531,49,185,36.0,4,1
3532,56,185,56.0,1,3
3533,35,186,0.0,23,0
3534,41,186,0.0,22,0
3535,64,186,3.0,12,0
3536,15,186,1.0,15,0
3537,70,186,0.0,19,0
3538,65,186,2.0,13,0
3539,69,186,0.0,21,0
3540,63,186,6.0,10,0
3541,55,186,1.0,16,0
3542,71,186,7.0,9,0
3543,14,186,46.0,3,2
3544,48,186,0.0,20,0
3545,25,186,3.0,11,0
3546,44,186,2.0,14,0
3547,57,186,60.0,1,4
3548,30,186,32.0,5,2
3549,68,186,0.0,18,0
3550,37,186,1.0,17,0
3551,22,186,12.0,8,0
3552,21,186,13.0,7,0
3553,23,186,24.0,6,0
3554,49,186,40.0,4,1
3555,56,186,59.0,2,3
3556,35,187,0.0,22,0
3557,41,187,0.0,23,0
3558,64,187,3.0,12,0
3559,15,187,1.0,15,0
3560,70,187,0.0,18,0
3561,65,187,2.0,13,0
3562,69,187,0.0,21,0
3563,63,187,10.0,9,0
3564,55,187,1.0,16,0
3565,71,187,7.0,10,0
3566,14,187,48.0,4,2
3567,48,187,0.0,20,0
3568,25,187,3.0,11,0
3569,44,187,2.0,14,0
3570,57,187,60.0,1,4
3571,30,187,32.0,5,2
3572,68,187,0.0,19,0
3573,37,187,1.0,17,0
3574,22,187,15.0,7,0
3575,21,187,13.0,8,0
3576,23,187,30.0,6,0
3577,49,187,50.0,3,2
3578,56,187,60.0,2,3
3579,35,188,0.0,23,0
3580,41,188,0.0,21,0
3581,64,188,3.0,14,0
3582,15,188,7.0,11,0
3583,70,188,0.0,19,0
3584,65,188,12.0,9,1
3585,69,188,0.0,22,0
3586,63,188,10.0,10,0
3587,55,188,1.0,17,0
3588,71,188,7.0,12,0
3589,14,188,48.0,4,2
3590,48,188,1.0,16,0
3591,25,188,3.0,13,0
3592,44,188,2.0,15,0
3593,57,188,62.0,1,4
3594,30,188,32.0,6,2
3595,68,188,0.0,20,0
3596,37,188,1.0,18,0
3597,22,188,19.0,7,0
3598,21,188,13.0,8,0
3599,23,188,33.0,5,0
3600,49,188,50.0,3,2
3601,56,188,60.0,2,3
3602,35,189,0.0,23,0
3603,41,189,0.0,21,0
3604,64,189,3.0,14,0
3605,15,189,7.0,11,0
3606,70,189,0.0,19,0
3607,65,189,15.0,8,1
3608,69,189,0.0,22,0
3609,63,189,10.0,10,0
3610,55,189,1.0,16,0
3611,71,189,7.0,12,0
3612,14,189,48.0,4,2
3613,48,189,1.0,17,0
3614,25,189,3.0,13,0
3615,44,189,2.0,15,0
3616,57,189,66.0,2,4
3617,30,189,38.0,5,2
3618,68,189,0.0,20,0
3619,37,189,1.0,18,0
3620,22,189,21.0,7,0
3621,21,189,13.0,9,0
3622,23,189,33.0,6,0
3623,49,189,51.0,3,2
3624,56,189,70.0,1,4
3625,35,190,0.0,21,0
3626,41,190,0.0,22,0
3627,64,190,3.0,14,0
3628,15,190,7.0,11,0
3629,70,190,0.0,19,0
3630,65,190,15.0,8,1
3631,69,190,0.0,23,0
3632,63,190,10.0,10,0
3633,55,190,2.0,15,0
3634,71,190,7.0,12,0
3635,14,190,48.0,4,2
3636,48,190,1.0,17,0
3637,25,190,3.0,13,0
3638,44,190,2.0,16,0
3639,57,190,76.0,1,5
3640,30,190,44.0,5,2
3641,68,190,0.0,20,0
3642,37,190,1.0,18,0
3643,22,190,21.0,7,0
3644,21,190,13.0,9,0
3645,23,190,35.0,6,0
3646,49,190,54.0,3,2
3647,56,190,74.0,2,4
3648,57,191,10.0,1,1
3649,14,191,6.0,2,0
3650,49,191,4.0,3,0
3651,56,191,3.0,4,0
3652,35,191,2.0,5,0
3653,65,191,1.0,6,0
3654,25,191,0.0,7,0
3655,71,191,0.0,8,0
3656,44,191,0.0,9,0
3657,57,192,20.0,1,2
3658,14,192,12.0,2,0
3659,49,192,6.0,3,0
3660,56,192,3.0,6,0
3661,35,192,2.0,7,0
3662,65,192,1.0,8,0
3663,25,192,3.0,5,0
3664,71,192,0.0,10,0
3665,44,192,0.0,12,0
3666,30,192,4.0,4,0
3667,21,192,1.0,9,0
3668,55,192,0.0,11,0
3669,76,192,0.0,13,0
3670,57,193,26.0,1,2
3671,14,193,13.0,3,0
3672,49,193,6.0,5,0
3673,56,193,7.0,4,0
3674,35,193,2.0,7,0
3675,65,193,1.0,10,0
3676,25,193,6.0,6,0
3677,71,193,0.0,11,0
3678,44,193,0.0,12,0
3679,30,193,14.0,2,1
3680,21,193,1.0,9,0
3681,55,193,2.0,8,0
3682,76,193,0.0,14,0
3683,22,193,0.0,13,0
3684,15,193,0.0,15,0
3685,68,193,0.0,16,0
3686,75,193,0.0,17,0
3687,73,193,0.0,18,0
3688,57,194,26.0,1,2
3689,14,194,23.0,2,1
3690,49,194,8.0,5,0
3691,56,194,11.0,4,0
3692,35,194,5.0,7,0
3693,65,194,1.0,10,0
3694,25,194,6.0,6,0
3695,71,194,0.0,12,0
3696,44,194,0.0,14,0
3697,30,194,20.0,3,1
3698,21,194,1.0,9,0
3699,55,194,3.0,8,0
3700,76,194,0.0,17,0
3701,22,194,0.0,16,0
3702,15,194,0.0,18,0
3703,68,194,0.0,19,0
3704,75,194,0.0,20,0
3705,73,194,0.0,21,0
3706,23,194,0.0,11,0
3707,74,194,0.0,13,0
3708,63,194,0.0,15,0
3709,57,195,36.0,1,3
3710,14,195,29.0,2,1
3711,49,195,8.0,6,0
3712,56,195,11.0,4,0
3713,35,195,6.0,7,0
3714,65,195,1.0,10,0
3715,25,195,9.0,5,0
3716,71,195,0.0,13,0
3717,44,195,0.0,15,0
3718,30,195,24.0,3,1
3719,21,195,1.0,11,0
3720,55,195,3.0,8,0
3721,76,195,0.0,18,0
3722,22,195,2.0,9,0
3723,15,195,0.0,16,0
3724,68,195,0.0,19,0
3725,75,195,0.0,20,0
3726,73,195,0.0,21,0
3727,23,195,0.0,12,0
3728,74,195,0.0,14,0
3729,63,195,0.0,17,0
3730,57,196,46.0,1,4
3731,14,196,29.0,2,1
3732,49,196,8.0,6,0
3733,56,196,15.0,4,0
3734,35,196,8.0,7,0
3735,65,196,1.0,12,0
3736,25,196,9.0,5,0
3737,71,196,0.0,15,0
3738,44,196,0.0,17,0
3739,30,196,24.0,3,1
3740,21,196,7.0,8,0
3741,55,196,3.0,10,0
3742,76,196,0.0,20,0
3743,22,196,2.0,11,0
3744,15,196,0.0,18,0
3745,68,196,0.0,21,0
3746,75,196,0.0,19,0
3747,73,196,0.0,22,0
3748,23,196,0.0,14,0
3749,74,196,0.0,16,0
3750,63,196,3.0,9,0
3751,64,196,1.0,13,0
3752,57,197,46.0,1,4
3753,14,197,29.0,3,1
3754,49,197,8.0,7,0
3755,56,197,19.0,4,0
3756,35,197,8.0,8,0
3757,65,197,1.0,12,0
3758,25,197,12.0,6,0
3759,71,197,0.0,17,0
3760,44,197,0.0,20,0
3761,30,197,34.0,2,2
3762,21,197,13.0,5,0
3763,55,197,3.0,11,0
3764,76,197,1.0,14,0
3765,22,197,4.0,9,0
3766,15,197,0.0,21,0
3767,68,197,0.0,22,0
3768,75,197,0.0,15,0
3769,73,197,0.0,18,0
3770,23,197,0.0,16,0
3771,74,197,0.0,19,0
3772,63,197,3.0,10,0
3773,64,197,1.0,13,0
3774,57,198,50.0,1,4
3775,14,198,30.0,3,1
3776,49,198,8.0,8,0
3777,56,198,25.0,4,0
3778,35,198,11.0,7,0
3779,65,198,1.0,12,0
3780,25,198,14.0,5,0
3781,71,198,0.0,17,0
3782,44,198,0.0,20,0
3783,30,198,44.0,2,3
3784,21,198,13.0,6,0
3785,55,198,3.0,11,0
3786,76,198,1.0,14,0
3787,22,198,4.0,9,0
3788,15,198,0.0,21,0
3789,68,198,0.0,22,0
3790,75,198,0.0,15,0
3791,73,198,0.0,18,0
3792,23,198,0.0,16,0
3793,74,198,0.0,19,0
3794,63,198,3.0,10,0
3795,64,198,1.0,13,0
3796,50,198,0.0,23,0
3797,57,199,56.0,1,4
3798,14,199,30.0,3,1
3799,49,199,8.0,8,0
3800,56,199,29.0,4,0
3801,35,199,11.0,7,0
3802,65,199,1.0,12,0
3803,25,199,17.0,5,0
3804,71,199,0.0,17,0
3805,44,199,0.0,20,0
3806,30,199,54.0,2,4
3807,21,199,15.0,6,0
3808,55,199,3.0,11,0
3809,76,199,1.0,15,0
3810,22,199,4.0,9,0
3811,15,199,0.0,22,0
3812,68,199,0.0,21,0
3813,75,199,0.0,16,0
3814,73,199,0.0,18,0
3815,23,199,1.0,13,0
3816,74,199,0.0,19,0
3817,63,199,3.0,10,0
3818,64,199,1.0,14,0
3819,50,199,0.0,23,0
3820,57,200,66.0,1,5
3821,14,200,36.0,3,1
3822,49,200,8.0,8,0
3823,56,200,32.0,4,0
3824,35,200,12.0,7,0
3825,65,200,1.0,13,0
3826,25,200,17.0,5,0
3827,71,200,0.0,16,0
3828,44,200,0.0,21,0
3829,30,200,58.0,2,4
3830,21,200,15.0,6,0
3831,55,200,3.0,11,0
3832,76,200,1.0,15,0
3833,22,200,4.0,9,0
3834,15,200,0.0,20,0
3835,68,200,0.0,22,0
3836,75,200,0.0,17,0
3837,73,200,0.0,18,0
3838,23,200,3.0,12,0
3839,74,200,0.0,19,0
3840,63,200,3.0,10,0
3841,64,200,1.0,14,0
3842,50,200,0.0,23,0
3843,57,201,76.0,1,6
3844,14,201,42.0,3,1
3845,49,201,8.0,8,0
3846,56,201,32.0,4,0
3847,35,201,16.0,6,0
3848,65,201,1.0,14,0
3849,25,201,17.0,5,0
3850,71,201,3.0,11,0
3851,44,201,0.0,21,0
3852,30,201,60.0,2,4
3853,21,201,15.0,7,0
3854,55,201,3.0,13,0
3855,76,201,1.0,16,0
3856,22,201,4.0,9,0
3857,15,201,0.0,20,0
3858,68,201,0.0,22,0
3859,75,201,0.0,17,0
3860,73,201,0.0,18,0
3861,23,201,4.0,10,0
3862,74,201,0.0,19,0
3863,63,201,3.0,12,0
3864,64,201,1.0,15,0
3865,50,201,0.0,23,0
3866,57,202,77.0,1,6
3867,14,202,48.0,3,1
3868,49,202,10.0,8,0
3869,56,202,32.0,4,0
3870,35,202,20.0,5,0
3871,65,202,1.0,14,0
3872,25,202,17.0,6,0
3873,71,202,6.0,9,0
3874,44,202,0.0,21,0
3875,30,202,70.0,2,5
3876,21,202,15.0,7,0
3877,55,202,3.0,13,0
3878,76,202,1.0,16,0
3879,22,202,4.0,10,0
3880,15,202,0.0,20,0
3881,68,202,0.0,22,0
3882,75,202,0.0,17,0
3883,73,202,0.0,18,0
3884,23,202,4.0,11,0
3885,74,202,0.0,19,0
3886,63,202,3.0,12,0
3887,64,202,1.0,15,0
3888,50,202,0.0,23,0
3889,57,203,77.0,1,6
3890,14,203,48.0,3,1
3891,49,203,13.0,9,0
3892,56,203,32.0,4,0
3893,35,203,20.0,5,0
3894,65,203,1.0,15,0
3895,25,203,17.0,6,0
3896,71,203,16.0,7,1
3897,44,203,0.0,21,0
3898,30,203,70.0,2,5
3899,21,203,15.0,8,0
3900,55,203,7.0,11,0
3901,76,203,1.0,17,0
3902,22,203,4.0,12,0
3903,15,203,1.0,16,0
3904,68,203,0.0,22,0
3905,75,203,0.0,18,0
3906,73,203,0.0,19,0
3907,23,203,10.0,10,0
3908,74,203,0.0,20,0
3909,63,203,3.0,13,0
3910,64,203,3.0,14,0
3911,50,203,0.0,23,0
3912,57,204,80.0,1,6
3913,14,204,48.0,3,1
3914,49,204,13.0,10,0
3915,56,204,38.0,4,0
3916,35,204,20.0,5,0
3917,65,204,1.0,15,0
3918,25,204,17.0,7,0
3919,71,204,17.0,6,1
3920,44,204,0.0,22,0
3921,30,204,80.0,2,6
3922,21,204,15.0,8,0
3923,55,204,9.0,11,0
3924,76,204,1.0,17,0
3925,22,204,4.0,12,0
3926,15,204,1.0,16,0
3927,68,204,0.0,21,0
3928,75,204,0.0,18,0
3929,73,204,0.0,20,0
3930,23,204,14.0,9,0
3931,74,204,0.0,19,0
3932,63,204,3.0,13,0
3933,64,204,3.0,14,0
3934,50,204,0.0,23,0
3935,57,205,90.0,1,7
3936,14,205,52.0,3,1
3937,49,205,15.0,9,0
3938,56,205,41.0,4,0
3939,35,205,20.0,5,0
3940,65,205,1.0,15,0
3941,25,205,17.0,7,0
3942,71,205,17.0,6,1
3943,44,205,0.0,22,0
3944,30,205,86.0,2,6
3945,21,205,16.0,8,0
3946,55,205,9.0,11,0
3947,76,205,1.0,17,0
3948,22,205,4.0,12,0
3949,15,205,1.0,16,0
3950,68,205,0.0,21,0
3951,75,205,0.0,18,0
3952,73,205,0.0,20,0
3953,23,205,14.0,10,0
3954,74,205,0.0,19,0
3955,63,205,3.0,13,0
3956,64,205,3.0,14,0
3957,50,205,0.0,23,0
3958,57,206,100.0,1,8
3959,14,206,56.0,3,1
3960,49,206,17.0,7,0
3961,56,206,47.0,4,0
3962,35,206,21.0,5,0
3963,65,206,1.0,15,0
3964,25,206,17.0,8,0
3965,71,206,20.0,6,1
3966,44,206,0.0,22,0
3967,30,206,86.0,2,6
3968,21,206,16.0,9,0
3969,55,206,9.0,11,0
3970,76,206,1.0,17,0
3971,22,206,4.0,12,0
3972,15,206,1.0,16,0
3973,68,206,0.0,21,0
3974,75,206,0.0,18,0
3975,73,206,0.0,20,0
3976,23,206,14.0,10,0
3977,74,206,0.0,19,0
3978,63,206,3.0,13,0
3979,64,206,3.0,14,0
3980,50,206,0.0,23,0
3981,64,207,0.0,10,0
3982,15,207,0.0,9,0
3983,49,207,0.0,8,0
3984,75,207,0.0,7,0
3985,78,207,1.0,6,0
3986,44,207,2.0,5,0
3987,77,207,3.0,4,0
3988,57,207,4.0,3,0
3989,30,207,6.0,2,0
3990,14,207,10.0,1,1
3991,79,208,0.0,19,0
3992,71,208,0.0,18,0
3993,56,208,0.0,17,0
3994,50,208,0.0,16,0
3995,63,208,0.0,15,0
3996,21,208,0.0,12,0
3997,65,208,0.0,10,0
3998,55,208,1.0,8,0
3999,35,208,10.0,2,1
4000,64,208,0.0,14,0
4001,15,208,0.0,13,0
4002,49,208,0.0,11,0
4003,75,208,0.0,9,0
4004,78,208,1.0,7,0
4005,44,208,6.0,6,0
4006,77,208,9.0,3,0
4007,57,208,7.0,5,0
4008,30,208,8.0,4,0
4009,14,208,10.0,1,1
4010,76,209,0.0,18,0
4011,23,209,4.0,8,0
4012,79,209,0.0,21,0
4013,71,209,0.0,20,0
4014,56,209,6.0,6,0
4015,50,209,0.0,19,0
4016,63,209,0.0,14,0
4017,21,209,0.0,15,0
4018,65,209,3.0,9,0
4019,55,209,1.0,10,0
4020,35,209,20.0,1,2
4021,64,209,0.0,17,0
4022,15,209,0.0,16,0
4023,49,209,0.0,13,0
4024,75,209,0.0,12,0
4025,78,209,1.0,11,0
4026,44,209,6.0,7,0
4027,77,209,10.0,3,0
4028,57,209,9.0,4,0
4029,30,209,8.0,5,0
4030,14,209,10.0,2,1
4031,76,210,0.0,19,0
4032,23,210,4.0,9,0
4033,79,210,0.0,20,0
4034,71,210,0.0,21,0
4035,56,210,10.0,5,0
4036,50,210,0.0,17,0
4037,63,210,0.0,15,0
4038,21,210,3.0,11,0
4039,65,210,3.0,10,0
4040,55,210,3.0,12,0
4041,35,210,20.0,1,2
4042,64,210,0.0,18,0
4043,15,210,0.0,16,0
4044,49,210,10.0,3,1
4045,75,210,0.0,14,0
4046,78,210,1.0,13,0
4047,44,210,6.0,8,0
4048,77,210,10.0,6,0
4049,57,210,10.0,7,0
4050,30,210,14.0,2,0
4051,14,210,10.0,4,1
4052,22,211,6.0,9,0
4053,76,211,0.0,16,0
4054,23,211,4.0,10,0
4055,79,211,0.0,20,0
4056,71,211,0.0,22,0
4057,56,211,14.0,3,0
4058,50,211,0.0,18,0
4059,63,211,2.0,14,0
4060,21,211,4.0,11,0
4061,65,211,3.0,12,0
4062,55,211,3.0,13,0
4063,35,211,20.0,2,2
4064,64,211,0.0,21,0
4065,15,211,0.0,19,0
4066,49,211,10.0,4,1
4067,75,211,0.0,17,0
4068,78,211,1.0,15,0
4069,44,211,9.0,8,0
4070,77,211,10.0,6,0
4071,57,211,10.0,7,0
4072,30,211,24.0,1,1
4073,14,211,10.0,5,1
4074,81,212,0.0,22,0
4075,22,212,6.0,10,0
4076,76,212,0.0,16,0
4077,23,212,4.0,12,0
4078,79,212,0.0,20,0
4079,71,212,0.0,23,0
4080,56,212,14.0,4,0
4081,50,212,0.0,18,0
4082,63,212,2.0,14,0
4083,21,212,4.0,13,0
4084,65,212,5.0,11,0
4085,55,212,7.0,9,0
4086,35,212,30.0,1,3
4087,64,212,0.0,21,0
4088,15,212,0.0,19,0
4089,49,212,10.0,6,1
4090,75,212,0.0,17,0
4091,78,212,1.0,15,0
4092,44,212,15.0,3,0
4093,77,212,10.0,7,0
4094,57,212,10.0,8,0
4095,30,212,27.0,2,1
4096,14,212,11.0,5,1
4097,81,213,0.0,23,0
4098,22,213,6.0,12,0
4099,76,213,0.0,17,0
4100,23,213,4.0,13,0
4101,79,213,0.0,22,0
4102,71,213,0.0,21,0
4103,56,213,14.0,4,0
4104,50,213,0.0,18,0
4105,63,213,2.0,14,0
4106,21,213,8.0,10,0
4107,65,213,7.0,11,0
4108,55,213,13.0,6,0
4109,35,213,30.0,2,3
4110,64,213,0.0,19,0
4111,15,213,0.0,20,0
4112,49,213,13.0,5,1
4113,75,213,1.0,16,0
4114,78,213,1.0,15,0
4115,44,213,15.0,3,0
4116,77,213,10.0,8,0
4117,57,213,10.0,9,0
4118,30,213,37.0,1,2
4119,14,213,11.0,7,1
4120,81,214,0.0,23,0
4121,22,214,6.0,12,0
4122,76,214,0.0,17,0
4123,23,214,5.0,13,0
4124,79,214,0.0,22,0
4125,71,214,0.0,21,0
4126,56,214,18.0,4,0
4127,50,214,0.0,18,0
4128,63,214,2.0,14,0
4129,21,214,8.0,10,0
4130,65,214,7.0,11,0
4131,55,214,15.0,6,0
4132,35,214,33.0,2,3
4133,64,214,0.0,19,0
4134,15,214,0.0,20,0
4135,49,214,19.0,3,1
4136,75,214,1.0,16,0
4137,78,214,1.0,15,0
4138,44,214,15.0,5,0
4139,77,214,10.0,8,0
4140,57,214,10.0,9,0
4141,30,214,47.0,1,3
4142,14,214,11.0,7,1
4143,58,215,0.0,26,0
4144,82,215,0.0,23,0
4145,25,215,4.0,14,0
4146,81,215,0.0,25,0
4147,22,215,6.0,13,0
4148,76,215,0.0,19,0
4149,23,215,7.0,11,0
4150,79,215,0.0,24,0
4151,71,215,1.0,18,0
4152,56,215,18.0,5,0
4153,50,215,0.0,21,0
4154,63,215,2.0,15,0
4155,21,215,8.0,10,0
4156,65,215,7.0,12,0
4157,55,215,21.0,3,0
4158,35,215,43.0,2,4
4159,64,215,0.0,22,0
4160,15,215,0.0,20,0
4161,49,215,19.0,4,1
4162,75,215,1.0,16,0
4163,78,215,1.0,17,0
4164,44,215,15.0,6,0
4165,77,215,10.0,8,0
4166,57,215,10.0,9,0
4167,30,215,47.0,1,3
4168,14,215,14.0,7,1
4169,58,216,0.0,26,0
4170,82,216,0.0,23,0
4171,25,216,4.0,14,0
4172,81,216,0.0,25,0
4173,22,216,6.0,13,0
4174,76,216,0.0,20,0
4175,23,216,9.0,10,0
4176,79,216,0.0,24,0
4177,71,216,1.0,19,0
4178,56,216,18.0,6,0
4179,50,216,0.0,21,0
4180,63,216,2.0,16,0
4181,21,216,8.0,11,0
4182,65,216,7.0,12,0
4183,55,216,22.0,3,0
4184,35,216,43.0,2,4
4185,64,216,0.0,22,0
4186,15,216,3.0,15,0
4187,49,216,19.0,5,1
4188,75,216,1.0,17,0
4189,78,216,1.0,18,0
4190,44,216,15.0,7,0
4191,77,216,20.0,4,1
4192,57,216,14.0,9,0
4193,30,216,53.0,1,3
4194,14,216,14.0,8,1
4195,58,217,0.0,25,0
4196,82,217,0.0,23,0
4197,25,217,4.0,15,0
4198,81,217,0.0,26,0
4199,22,217,6.0,14,0
4200,76,217,0.0,20,0
4201,23,217,11.0,11,0
4202,79,217,0.0,24,0
4203,71,217,7.0,13,0
4204,56,217,18.0,6,0
4205,50,217,0.0,21,0
4206,63,217,2.0,17,0
4207,21,217,8.0,12,0
4208,65,217,11.0,10,0
4209,55,217,22.0,3,0
4210,35,217,53.0,2,5
4211,64,217,0.0,22,0
4212,15,217,3.0,16,0
4213,49,217,19.0,5,1
4214,75,217,2.0,18,0
4215,78,217,1.0,19,0
4216,44,217,15.0,7,0
4217,77,217,20.0,4,1
4218,57,217,14.0,9,0
4219,30,217,56.0,1,3
4220,14,217,14.0,8,1
4221,58,218,0.0,26,0
4222,82,218,0.0,23,0
4223,25,218,4.0,15,0
4224,81,218,0.0,24,0
4225,22,218,6.0,14,0
4226,76,218,0.0,21,0
4227,23,218,11.0,12,0
4228,79,218,0.0,25,0
4229,71,218,7.0,13,0
4230,56,218,18.0,6,0
4231,50,218,0.0,22,0
4232,63,218,2.0,17,0
4233,21,218,14.0,9,0
4234,65,218,14.0,11,0
4235,55,218,22.0,4,0
4236,35,218,55.0,2,5
4237,64,218,0.0,20,0
4238,15,218,3.0,16,0
4239,49,218,23.0,3,1
4240,75,218,2.0,18,0
4241,78,218,1.0,19,0
4242,44,218,15.0,7,0
4243,77,218,21.0,5,1
4244,57,218,14.0,10,0
4245,30,218,66.0,1,4
4246,14,218,14.0,8,1
4247,58,219,0.0,26,0
4248,82,219,0.0,23,0
4249,25,219,4.0,15,0
4250,81,219,0.0,24,0
4251,22,219,6.0,14,0
4252,76,219,0.0,21,0
4253,23,219,11.0,12,0
4254,79,219,0.0,25,0
4255,71,219,7.0,13,0
4256,56,219,18.0,7,0
4257,50,219,0.0,22,0
4258,63,219,2.0,17,0
4259,21,219,17.0,8,0
4260,65,219,14.0,11,0
4261,55,219,28.0,3,0
4262,35,219,57.0,2,5
4263,64,219,0.0,20,0
4264,15,219,3.0,16,0
4265,49,219,27.0,4,1
4266,75,219,2.0,18,0
4267,78,219,1.0,19,0
4268,44,219,15.0,9,0
4269,77,219,21.0,6,1
4270,57,219,14.0,10,0
4271,30,219,67.0,1,4
4272,14,219,24.0,5,2
4273,58,220,0.0,26,0
4274,82,220,0.0,24,0
4275,25,220,4.0,15,0
4276,81,220,0.0,23,0
4277,22,220,6.0,14,0
4278,76,220,0.0,21,0
4279,23,220,13.0,12,0
4280,79,220,0.0,25,0
4281,71,220,7.0,13,0
4282,56,220,18.0,8,0
4283,50,220,0.0,22,0
4284,63,220,2.0,17,0
4285,21,220,20.0,7,0
4286,65,220,14.0,11,0
4287,55,220,28.0,5,0
4288,35,220,67.0,2,6
4289,64,220,0.0,20,0
4290,15,220,3.0,16,0
4291,49,220,31.0,3,1
